,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,207.0,230
1,628.0,567
2,1089.0,1021
3,1485.0,1501
4,1915.0,1913
5,2320.0,2388
6,2698.0,2731
7,3067.0,3069
8,3446.0,3401
9,3809.0,3739
10,4165.0,4154
11,4513.0,4491
12,4878.0,4845
13,5213.0,5251
14,5613.0,5647
15,6030.0,5985
16,6326.0,6312
17,6709.0,6650
18,7109.0,7072
19,7483.0,7484
20,7898.0,7946
21,8276.0,8257
22,8698.0,8685
23,9063.0,9044
24,9476.0,9497
25,9798.0,9772
26,10189.0,10178
27,10607.0,10590
28,11020.0,11102
29,11461.0,11490
30,11752.0,11749
31,12126.0,12097
32,12487.0,12514
33,12857.0,12841
34,13261.0,13258
35,13713.0,13680
36,14178.0,14176
37,14674.0,14582
38,15028.0,15013
39,15476.0,15430
40,15911.0,15921
41,16324.0,16327
42,16711.0,16723
43,17154.0,17224
44,17554.0,17509
45,17911.0,17910
46,18324.0,18322
47,18689.0,18718
48,19065.0,19048
49,19430.0,19396
50,19822.0,19861
51,20152.0,20067
52,20478.0,20468
53,20861.0,20816
54,21252.0,21243
55,21570.0,21507
56,21865.0,21903
57,22222.0,22141
58,22559.0,22545
59,22989.0,22967
60,23289.0,23294
61,23698.0,23664
62,24085.0,24112
63,24537.0,24534
64,24954.0,24951
65,25337.0,25315
66,25820.0,25859
67,26189.0,26160
68,26630.0,26622
69,27035.0,27013
70,27487.0,27445
71,27874.0,27804
72,28217.0,28184
73,28622.0,28580
74,29026.0,28949
75,29417.0,29334
76,29861.0,29862
77,30128.0,30092
78,30541.0,30504
79,30933.0,30910
80,31307.0,31332
81,31698.0,31670
82,32176.0,32261
83,32550.0,32546
84,32933.0,32921
85,33333.0,33285
86,33707.0,33707
87,34143.0,34127
88,34561.0,34592
89,34948.0,34919
90,35330.0,35320
91,35696.0,35695
92,36087.0,36080
93,36470.0,36486
94,36957.0,36993
95,37270.0,37230
96,37602.0,37555
97,38033.0,38051
98,38441.0,38394
99,38846.0,38790
100,39324.0,39365
101,39693.0,39640
102,40098.0,40125
103,40511.0,40453
104,40872.0,40869
105,41348.0,41279
106,41717.0,41696
107,42113.0,42113
108,42609.0,42614
109,43009.0,42973
110,43404.0,43390
111,43735.0,43696
112,44057.0,44013
113,44587.0,44371
114,45054.0,44588
115,45393.0,45061
116,45741.0,45346
117,46189.0,45715
118,46541.0,46222
119,47011.0,46623
120,47376.0,46987
121,47802.0,47298
122,48241.0,47799
123,48659.0,48296
124,49078.0,48612
125,49474.0,49032
126,49974.0,49449
127,50430.0,49935
128,50770.0,50452
129,51174.0,50737
130,51561.0,51201
131,51991.0,51560
132,52417.0,52067
133,52693.0,52441
134,53137.0,52708
135,53511.0,53141
136,53950.0,53474
137,54385.0,53954
138,54780.0,54376
139,55228.0,54793
140,55689.0,55194
141,56085.0,55606
142,56635.0,56054
143,57026.0,56543
144,57574.0,57049
145,58243.0,57551
146,58639.0,58195
147,59048.0,58590
148,59504.0,59018
149,59800.0,59519
150,,59757
