,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,185,172
1,624,620
2,1076,1090
3,1541,1538
4,1967,1976
5,2463,2478
6,2872,2873
7,3293,3317
8,3746,3734
9,4196,4217
10,4639,4660
11,5048,5056
12,5465,5468
13,5891,5895
14,6339,6328
15,6787,6776
16,7204,7214
17,7641,7645
18,8063,8062
19,8511,8516
20,8915,8922
21,9354,9350
22,9772,9782
23,10189,10189
24,10628,10621
25,11041,11044
26,11461,11474
27,11900,11902
28,12309,12303
29,12765,12762
30,13170,13179
31,13583,13585
32,14017,14013
33,14422,14445
34,14857,14867
35,15341,15340
36,15785,15789
37,16250,16253
38,16702,16712
39,17098,17103
40,17559,17562
41,18046,18063
42,18498,18496
43,18991,18974
44,19417,19418
45,19870,19882
46,20270,20278
47,20670,20695
48,21109,21111
49,21522,21518
50,21943,21961
51,22326,22330
52,22746,22745
53,23167,23168
54,23641,23637
55,24050,24065
56,24480,24492
57,24920,24914
58,25324,25321
59,25733,25748
60,26185,26186
61,26604,26601
62,27022,27018
63,27439,27461
64,27922,27920
65,28400,28395
66,28796,28817
67,29283,29271
68,29687,29709
69,30141,30140
70,30576,30578
71,31002,31021
72,31433,31443
73,31837,31844
74,32307,32303
75,32737,32747
76,33141,33164
77,33585,33591
78,34061,34064
79,34517,34518
80,34952,34961
81,35409,35415
82,35848,35837
83,36304,36312
84,36778,36776
85,37174,37172
86,37637,37635
87,38080,38067
88,38476,38479
89,38889,38922
90,39333,39344
91,39789,39782
92,40237,40241
93,40667,40669
94,41059,41075
95,41487,41480
96,41922,41944
97,42387,42403
98,42839,42857
99,43265,43274
100,43748,43717
101,44157,44155
102,44561,44577
103,44978,44973
104,45385,45383
105,45785,45773
106,46207,46216
107,46633,46644
108,47037,47045
109,47472,47483
110,47920,47926
111,48324,48322
112,48724,48734
113,49148,49133
114,49574,49571
115,50022,50024
116,50474,50489
117,50913,50927
118,51387,51412
119,51861,51856
120,52261,52257
121,52707,52687
122,53133,53109
123,53541,53553
124,53976,53980
125,54441,54455
126,54937,54941
127,55380,55379
128,55780,55774
129,56172,56191
130,56583,56569
131,56983,56997
132,57400,57419
133,57822,57830
134,58291,58305
135,58748,58749
136,59200,59208
137,59643,59651
