,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,102,98.0
1,620,631.0
2,1180,1179.0
3,1689,1691.0
4,2198,2198.0
5,2720,2720.0
6,3293,3296.0
7,3711,3837.0
8,3826,4439.0
9,4435,5035.0
10,5039,5610.0
11,5600,6154.0
12,6135,6782.0
13,6739,7462.0
14,7339,8088.0
15,8093,8658.0
16,8663,9207.0
17,9176,9772.0
18,9772,10321.0
19,10320,10822.0
20,10815,11395.0
21,11400,11949.0
22,11957,12493.0
23,12504,13089.0
24,13109,13633.0
25,13604,14097.0
26,14078,14672.0
27,14630,15288.0
28,15289,15905.0
29,15867,16617.0
30,16593,17235.0
31,17159,17900.0
32,17902,18485.0
33,18450,19059.0
34,19057,19586.0
35,19570,20193.0
36,20174,20790.0
37,20761,21465.0
38,21409,22046.0
39,22000,22603.0
40,22589,23231.0
41,23193,23616.0
42,23598,24202.0
43,24189,24693.0
44,24672,25247.0
45,25202,25848.0
46,25802,26406.0
47,26391,27002.0
48,26978,27561.0
49,27404,28242.0
50,28226,28976.0
51,28961,29857.0
52,29830,30499.0
53,30511,31000.0
54,30954,31401.0
55,31359,31834.0
56,31807,32346.0
57,32307,32858.0
58,32824,33459.0
59,33424,34048.0
60,34026,34618.0
61,34557,35172.0
62,35117,35716.0
63,35678,36270.0
64,36265,36782.0
65,36783,37251.0
66,37261,37756.0
67,37763,38273.0
68,38263,38885.0
69,38863,39439.0
70,39433,40009.0
71,39959,40584.0
72,40554,41202.0
73,41180,41643.0
74,41661,42150.0
75,42157,42662.0
76,42670,43126.0
77,43139,43659.0
78,43635,44155.0
79,44165,44709.0
80,44726,45219.0
81,45220,45704.0
82,45715,46174.0
83,46176,46686.0
84,46650,47256.0
85,47176,47784.0
86,47811,48338.0
87,48341,48911.0
88,48904,49439.0
89,49378,49972.0
90,49970,50505.0
91,50465,51233.0
92,51191,51713.0
93,51743,52389.0
94,52400,53373.0
95,52872,53843.0
96,53380,54376.0
97,53859,54914.0
98,54380,55416.0
99,54898,56012.0
100,55415,56617.0
101,55959,57319.0
102,56565,57962.0
103,57230,58643.0
104,57983,59319.0
105,58652,59994.0
106,59326,
