,Time [s], RESP, PLETH, II, V, AVR
0,0.0,1.0,0.51026,-0.49805,0.96667,1.0938
1,0.008,1.0,0.50342,-0.49805,1.0569,1.0996
2,0.016,1.0,0.49462,-0.49805,1.0725,1.0488
3,0.024,1.0,0.4868,-0.38477,1.0059,1.0039
4,0.032,1.0,0.47996000000000005,-0.21875,0.9509799999999999,0.9589799999999999
5,0.04,1.0,0.4741,-0.10352,0.91569,0.92969
6,0.048,1.0,0.47018999999999994,-0.070312,0.8862700000000001,0.9238299999999999
7,0.055999999999999994,1.0,0.46628000000000003,-0.054688,0.87059,0.9238299999999999
8,0.064,1.0,0.46431999999999995,-0.048827999999999996,0.8607799999999999,0.9238299999999999
9,0.07200000000000001,1.0,0.46237,-0.044922000000000004,0.8568600000000001,0.9238299999999999
10,0.08,1.0,0.46138999999999997,-0.039062,0.85098,0.9199200000000001
11,0.08800000000000001,1.0,0.46041000000000004,-0.035156,0.8568600000000001,0.91406
12,0.096,1.0,0.45846000000000003,-0.035156,0.85098,0.9199200000000001
13,0.10400000000000001,1.0,0.4565,-0.029297000000000004,0.8451,0.91406
14,0.11199999999999999,1.0,0.45455,-0.025391,0.8451,0.91406
15,0.12,1.0,0.45258999999999994,-0.029297000000000004,0.8451,0.91406
16,0.128,1.0,0.45064,-0.025391,0.8451,0.91406
17,0.136,1.0,0.44868,-0.029297000000000004,0.8451,0.9199200000000001
18,0.14400000000000002,1.0,0.44575,-0.025391,0.8451,0.9101600000000001
19,0.152,1.0,0.44378999999999996,-0.025391,0.85098,0.9101600000000001
20,0.16,1.0,0.44086000000000003,-0.025391,0.8568600000000001,0.9101600000000001
21,0.168,1.0,0.43891,-0.029297000000000004,0.85098,0.91406
22,0.17600000000000002,1.0,0.43695,-0.035156,0.8568600000000001,0.9101600000000001
23,0.184,1.0,0.435,-0.035156,0.8568600000000001,0.9101600000000001
24,0.192,1.0,0.43206000000000006,-0.039062,0.8607799999999999,0.9101600000000001
25,0.2,1.0,0.43011000000000005,-0.039062,0.86667,0.9101600000000001
26,0.20800000000000002,1.0,0.42815,-0.054688,0.86667,0.9199200000000001
27,0.21600000000000003,1.0,0.4262,-0.064453,0.8764700000000001,0.9199200000000001
28,0.22399999999999998,1.0,0.42423999999999995,-0.07421900000000001,0.88039,0.92969
29,0.23199999999999998,1.0,0.42326,-0.08984400000000001,0.88039,0.93555
30,0.24,1.0,0.42131,-0.09375,0.88039,0.93555
31,0.248,1.0,0.41935,-0.099609,0.88039,0.93555
32,0.256,1.0,0.41641999999999996,-0.08984400000000001,0.8764700000000001,0.93555
33,0.264,1.0,0.41447,-0.083984,0.86667,0.9199200000000001
34,0.272,1.0,0.41153,-0.048827999999999996,0.8568600000000001,0.9003899999999999
35,0.28,1.0,0.40958,-0.009765600000000001,0.8411799999999999,0.8789100000000001
36,0.28800000000000003,1.0,0.40665,0.019531,0.82549,0.8652299999999999
37,0.29600000000000004,1.0,0.40469,0.041016000000000004,0.82157,0.8554700000000001
38,0.304,1.0,0.40176,0.050781,0.8156899999999999,0.8496100000000001
39,0.312,1.0,0.3998,0.050781,0.8156899999999999,0.8554700000000001
40,0.32,1.0,0.39785,0.044922000000000004,0.8156899999999999,0.8554700000000001
41,0.32799999999999996,1.0,0.39589,0.03125,0.8156899999999999,0.8652299999999999
42,0.336,1.0,0.39394,0.025391,0.82549,0.8691399999999999
43,0.344,1.0,0.39198,0.015625,0.83137,0.875
44,0.35200000000000004,1.0,0.39003000000000004,0.009765600000000001,0.83529,0.8847700000000001
45,0.36,1.0,0.38806999999999997,0.009765600000000001,0.83529,0.8789100000000001
46,0.368,1.0,0.38611999999999996,0.005859399999999999,0.83529,0.8847700000000001
47,0.376,1.0,0.38416,0.005859399999999999,0.83529,0.8847700000000001
48,0.384,1.0,0.38221,0.015625,0.83137,0.8789100000000001
49,0.392,1.0,0.38025,0.019531,0.82549,0.8847700000000001
50,0.4,1.0,0.3783,0.03125,0.82549,0.875
51,0.408,1.0,0.37634,0.041016000000000004,0.82157,0.8652299999999999
52,0.41600000000000004,1.0,0.37439,0.044922000000000004,0.82157,0.8652299999999999
53,0.424,1.0,0.37243000000000004,0.044922000000000004,0.8156899999999999,0.8652299999999999
54,0.43200000000000005,1.0,0.37146,0.050781,0.8156899999999999,0.8593799999999999
55,0.44,1.0,0.3695,0.054688,0.81176,0.8593799999999999
56,0.44799999999999995,1.0,0.36755,0.054688,0.81176,0.8554700000000001
57,0.456,1.0,0.36559,0.050781,0.81176,0.8593799999999999
58,0.46399999999999997,1.0,0.36364,0.044922000000000004,0.81176,0.8652299999999999
59,0.47200000000000003,1.0,0.3607,0.044922000000000004,0.81176,0.8652299999999999
60,0.48,1.0,0.35875,0.041016000000000004,0.81176,0.8652299999999999
61,0.488,1.0,0.35679,0.041016000000000004,0.81176,0.8652299999999999
62,0.496,1.0,0.35581999999999997,0.035156,0.81176,0.8652299999999999
63,0.504,1.0,0.35875,0.035156,0.81176,0.8652299999999999
64,0.512,1.0,0.36559,0.03125,0.81176,0.8652299999999999
65,0.52,1.0,0.37634,0.03125,0.81176,0.8652299999999999
66,0.528,1.0,0.39003000000000004,0.03125,0.8156899999999999,0.8652299999999999
67,0.536,0.9980399999999999,0.41251000000000004,0.03125,0.81176,0.8652299999999999
68,0.544,0.99511,0.43988,0.03125,0.8156899999999999,0.8652299999999999
69,0.552,0.98925,0.47312,0.03125,0.8156899999999999,0.8652299999999999
70,0.56,0.9833799999999999,0.5092899999999999,0.03125,0.8156899999999999,0.8652299999999999
71,0.568,0.9775200000000001,0.54545,0.025391,0.8156899999999999,0.8691399999999999
