,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,124,129.0
1,511,520.0
2,941,931.0
3,1315,1322.0
4,1928,1913.0
5,2220,2562.0
6,2554,3185.0
7,3167,3570.0
8,3567,3953.0
9,3961,4323.0
10,4335,4697.0
11,4696,5056.0
12,5070,5452.0
13,5435,5842.0
14,5852,6233.0
15,6235,6644.0
16,6626,7046.0
17,7043,7478.0
18,7465,7898.0
19,7902,8210.0
20,8220,8616.0
21,8615,8975.0
22,8967,9397.0
23,9393,9782.0
24,9772,10141.0
25,10167,10558.0
26,10554,10917.0
27,10924,11358.0
28,11348,11733.0
29,11739,12144.0
30,12139,12519.0
31,12526,12957.0
32,12957,13327.0
33,13339,13754.0
34,13757,14203.0
35,14209,14572.0
36,14596,14978.0
37,14991,15441.0
38,15441,15858.0
39,15867,16264.0
40,16276,16697.0
41,16689,17135.0
42,17141,17599.0
43,17593,17995.0
44,17998,18391.0
45,18393,19191.0
46,19209,19534.0
47,19530,19961.0
48,19974,20357.0
49,20343,20747.0
50,20743,21164.0
51,21165,21571.0
52,21570,22014.0
53,22013,22457.0
54,22439,22856.0
55,22872,23310.0
56,23307,23743.0
57,23750,24191.0
58,24189,24566.0
59,24567,24983.0
60,24989,25421.0
61,25433,25806.0
62,25807,26186.0
63,26180,26627.0
64,26626,26986.0
65,26974,27356.0
66,27357,27725.0
67,27730,28163.0
68,28161,28532.0
69,28543,28928.0
70,28922,29340.0
71,29343,29699.0
72,29717,30113.0
73,30098,30551.0
74,30528,30958.0
75,30976,31385.0
76,31367,31839.0
77,31837,32235.0
78,32246,32668.0
79,32663,33121.0
80,33111,33575.0
81,33559,33937.0
82,33930,34312.0
83,34304,34755.0
84,34752,35156.0
85,35139,35552.0
86,35539,35927.0
87,35913,36333.0
88,36322,36729.0
89,36696,37098.0
90,37130,37524.0
91,37524,37914.0
92,37920,38352.0
93,38328,38727.0
94,38728,39181.0
95,39180,39608.0
96,39615,39983.0
97,39998,40437.0
98,40450,40949.0
99,40937,41342.0
100,41330,41780.0
101,41787,42055.0
102,42070,42535.0
103,42539,43031.0
104,43022,43495.0
105,43483,43870.0
106,43874,44366.0
107,44370,44830.0
108,44822,45235.0
109,45241,45673.0
110,45702,46132.0
111,46141,46596.0
112,46615,47040.0
113,47028,47483.0
114,47459,47847.0
115,47833,48274.0
116,48276,48670.0
117,48667,49064.0
118,49074,49523.0
119,49548,49956.0
120,49930,50346.0
121,50343,50795.0
122,50791,51259.0
123,51265,51718.0
124,51717,52104.0
125,52104,52513.0
126,52520,52898.0
127,52902,53379.0
128,53376,53811.0
129,53811,54197.0
130,54189,54656.0
131,54646,55109.0
132,55120,55569.0
133,55554,55943.0
134,55963,56369.0
135,56357,56770.0
136,56791,57181.0
137,57165,57582.0
138,57626,58026.0
139,58004,58400.0
140,58409,58775.0
141,58761,59208.0
142,59191,59577.0
143,59578,
