,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,520.0,77
1,867.0,478
2,1185.0,863
3,1537.0,1185
4,1993.0,1533
5,2528.0,1992
6,3020.0,2541
7,4530.0,3032
8,5061.0,3596
9,5852.0,3900
10,6370.0,4544
11,6822.0,5046
12,7291.0,5885
13,7741.0,6312
14,8128.0,6808
15,8563.0,7294
16,9028.0,7735
17,9507.0,8120
18,10011.0,8569
19,10472.0,9033
20,10959.0,9508
21,11387.0,10009
22,11835.0,10468
23,12278.0,10964
24,12726.0,11379
25,13196.0,11849
26,13696.0,12276
27,14165.0,12725
28,14604.0,13195
29,14996.0,13712
30,15411.0,14160
31,15833.0,14609
32,16293.0,14994
33,16702.0,15425
34,17137.0,15821
35,17554.0,16280
36,17976.0,16702
37,18411.0,17135
38,18787.0,17546
39,19161.0,17984
40,19565.0,18417
41,20009.0,18795
42,20430.0,19180
43,20865.0,19581
44,21291.0,20024
45,21748.0,20425
46,22143.0,20874
47,22515.0,21301
48,22915.0,21745
49,23354.0,22130
50,23763.0,22518
51,24163.0,22893
52,24628.0,23363
53,25028.0,23748
54,25472.0,24186
55,25924.0,24629
56,26330.0,25051
57,26739.0,25468
58,27191.0,25917
59,27613.0,26316
60,28043.0,26759
61,28500.0,27197
62,28917.0,27635
63,29357.0,28052
64,29917.0,28516
65,30398.0,28907
66,30828.0,29371
67,31254.0,29910
68,31663.0,30377
69,32141.0,30836
70,32546.0,31237
71,32976.0,31675
72,33376.0,32145
73,33757.0,32530
74,34230.0,32974
75,34596.0,33364
76,34909.0,33763
77,35257.0,34238
78,35626.0,34597
79,36057.0,34914
80,36496.0,35251
81,36913.0,35605
82,37383.0,36064
83,37780.0,36502
84,38202.0,36903
85,38637.0,37378
86,39050.0,37782
87,39502.0,38189
88,39902.0,38632
89,40285.0,39049
90,40641.0,39492
91,41015.0,39904
92,41452.0,40299
93,41852.0,40658
94,42248.0,41007
95,42635.0,41437
96,43030.0,41838
97,43422.0,42250
98,43826.0,42635
99,44226.0,43020
100,44613.0,43416
101,45037.0,43838
102,45441.0,44239
103,45815.0,44609
104,46224.0,45034
105,46602.0,45425
106,46972.0,45826
107,47350.0,46206
108,47715.0,46612
109,48098.0,46982
110,48502.0,47356
111,48883.0,47726
112,49278.0,48095
113,49674.0,48491
114,50039.0,48885
115,50370.0,49296
116,50717.0,49666
117,51078.0,50035
118,51504.0,50362
119,51883.0,50721
120,52265.0,51085
121,52659.0,51491
122,53002.0,51871
123,53398.0,52283
124,53798.0,52650
125,54146.0,52999
126,54615.0,53384
127,55328.0,53774
128,55872.0,54186
129,55993.0,54613
130,56172.0,55162
131,56870.0,55991
132,57313.0,56875
133,57683.0,57319
134,58083.0,57709
135,58452.0,58084
136,58752.0,58432
137,59061.0,58733
138,59413.0,59060
139,59722.0,59414
140,,59704
