,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,320.0,325
1,685.0,694
2,1080.0,1074
3,1450.0,1443
4,1802.0,1823
5,2193.0,2198
6,2559.0,2567
7,2946.0,2947
8,3333.0,3317
9,3685.0,3702
10,4061.0,4075
11,4426.0,4449
12,4822.0,4819
13,5200.0,5188
14,5552.0,5568
15,5917.0,5948
16,6309.0,6323
17,6700.0,6703
18,7052.0,7072
19,7417.0,7447
20,7820.0,7819
21,8198.0,8199
22,8554.0,8563
23,8933.0,8949
24,9320.0,9323
25,9702.0,9703
26,10067.0,10073
27,10437.0,10447
28,10815.0,10822
29,11193.0,11191
30,11574.0,11569
31,11943.0,11954
32,12326.0,12329
33,12683.0,12693
34,13078.0,13073
35,13443.0,13443
36,13813.0,13817
37,14187.0,14197
38,14565.0,14577
39,14948.0,14947
40,15315.0,15319
41,15680.0,15694
42,16072.0,16063
43,16446.0,16443
44,16815.0,16828
45,17189.0,17193
46,17567.0,17573
47,17946.0,17947
48,18307.0,18317
49,18698.0,18691
50,19070.0,19075
51,19448.0,19454
52,19817.0,19819
53,20183.0,20199
54,20578.0,20563
55,20930.0,20937
56,21296.0,21323
57,21691.0,21697
58,22074.0,22072
59,22426.0,22447
60,22811.0,22814
61,23228.0,23189
62,23554.0,23574
63,23941.0,23949
64,24315.0,24323
65,24685.0,24693
66,25072.0,25062
67,25441.0,25442
68,25828.0,25822
69,26189.0,26191
70,26565.0,26564
71,26939.0,26939
72,27322.0,27319
73,27687.0,27693
74,28061.0,28063
75,28435.0,28443
76,28809.0,28812
77,29191.0,29192
78,29565.0,29572
79,29939.0,29941
80,30307.0,30314
81,30685.0,30683
82,31054.0,31069
83,31411.0,31433
84,31811.0,31823
85,32211.0,32203
86,32524.0,32567
87,32915.0,32947
88,33289.0,33317
89,33676.0,33686
90,34052.0,34069
91,34448.0,34439
92,34813.0,34808
93,35178.0,35188
94,35552.0,35568
95,35939.0,35943
96,36317.0,36323
97,36687.0,36681
98,37052.0,37067
99,37461.0,37447
100,37811.0,37819
101,38193.0,38194
102,38572.0,38563
103,38941.0,38933
104,39328.0,39323
105,39702.0,39698
106,40063.0,40062
107,40433.0,40442
108,40802.0,40811
109,41185.0,41197
110,41557.0,41569
111,41961.0,41939
112,42304.0,42319
113,42678.0,42688
114,43048.0,43057
115,43435.0,43427
116,43813.0,43812
117,44191.0,44197
118,44570.0,44567
119,44935.0,44947
120,45315.0,44340
121,45689.0,45309
122,46054.0,45689
123,46441.0,46069
124,46802.0,46443
125,47185.0,46818
126,47572.0,47187
127,47924.0,47562
128,48315.0,47942
129,48672.0,48327
130,49078.0,48697
131,49435.0,49064
132,49796.0,49444
133,50191.0,49808
134,50557.0,50188
135,50939.0,50573
136,51304.0,50937
137,51687.0,51317
138,52057.0,51692
139,52426.0,52061
140,52815.0,52441
141,53211.0,52819
142,53537.0,53189
143,53928.0,53569
144,54302.0,53943
145,54685.0,54307
146,55050.0,54693
147,55446.0,55073
148,55802.0,55442
149,56176.0,55817
150,56561.0,56191
151,56948.0,56559
152,57317.0,56939
153,57696.0,57313
154,58061.0,57693
155,58430.0,58068
156,58804.0,58437
157,59170.0,58817
158,59574.0,59197
159,59952.0,59567
160,,59936
