,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,220,219.0
1,563,530.0
2,893,947.0
3,1150,1179.0
4,1385,1380.0
5,1572,1575.0
6,2007,2013.0
7,2320,2298.0
8,2754,2773.0
9,3011,3053.0
10,3254,3248.0
11,3376,3549.0
12,3441,4053.0
13,3550,4423.0
14,4035,4797.0
15,4422,5177.0
16,4791,5510.0
17,5139,5863.0
18,5509,6243.0
19,5865,6586.0
20,6226,7009.0
21,6630,7336.0
22,6965,7698.0
23,7339,8120.0
24,7693,8505.0
25,8137,8864.0
26,8493,9307.0
27,8902,9672.0
28,9307,10078.0
29,9702,10511.0
30,10098,10796.0
31,10485,11202.0
32,10815,11659.0
33,11207,12002.0
34,11639,12398.0
35,12030,12778.0
36,12404,13121.0
37,12778,13458.0
38,13122,13859.0
39,13470,14239.0
40,13874,14635.0
41,14243,15013.0
42,14643,15372.0
43,15024,15715.0
44,15354,16111.0
45,15711,16522.0
46,16102,16897.0
47,16502,17219.0
48,16911,17615.0
49,17246,17963.0
50,17615,18354.0
51,17963,18691.0
52,18341,19064.0
53,18698,19449.0
54,19039,19761.0
55,19426,20167.0
56,19765,20473.0
57,20157,20900.0
58,20500,21291.0
59,20904,21713.0
60,21291,22061.0
61,21717,22468.0
62,22057,22793.0
63,22461,23141.0
64,22793,23521.0
65,23159,23927.0
66,23511,24276.0
67,23941,24672.0
68,24267,25094.0
69,24680,25495.0
70,25080,25880.0
71,25480,26258.0
72,25893,26627.0
73,26270,26997.0
74,26622,27350.0
75,26987,27746.0
76,27374,28142.0
77,27739,28548.0
78,28143,28965.0
79,28539,29324.0
80,28961,29735.0
81,29330,30161.0
82,29743,30541.0
83,30154,30926.0
84,30563,31348.0
85,30933,31770.0
86,31337,32182.0
87,31763,32562.0
88,32185,32910.0
89,32554,33322.0
90,32876,33758.0
91,33307,34101.0
92,34109,34460.0
93,34448,34877.0
94,34865,35267.0
95,35257,35668.0
96,35665,36053.0
97,36048,36481.0
98,36478,36887.0
99,36878,37283.0
100,37283,37687.0
101,37689,38051.0
102,38054,38474.0
103,38476,38927.0
104,38941,39355.0
105,39350,39751.0
106,39746,40194.0
107,40180,40563.0
108,40563,41038.0
109,41033,41495.0
110,41513,42034.0
111,42039,42477.0
112,42470,42820.0
113,42817,43253.0
114,43257,43590.0
115,43600,44060.0
116,44070,44424.0
117,44452,44836.0
118,44865,45224.0
119,45237,45683.0
120,45689,46111.0
121,46111,46475.0
122,46489,46897.0
123,46915,47208.0
124,47224,47646.0
125,47667,48100.0
126,48115,48480.0
127,48498,48879.0
128,48904,49270.0
129,49257,49576.0
130,49587,49972.0
131,49948,50341.0
132,50357,50742.0
133,50713,51127.0
134,51135,51586.0
135,51604,52024.0
136,52004,52415.0
137,52413,52766.0
138,52754,53152.0
139,53159,53553.0
140,53559,53954.0
141,53959,54339.0
142,54333,54756.0
143,54767,55162.0
144,55163,55584.0
145,55607,55991.0
146,56015,56400.0
147,56409,56780.0
148,56783,57197.0
149,57222,57604.0
150,57630,58031.0
151,58022,58422.0
152,58409,58849.0
153,58835,59276.0
154,59296,59577.0
155,59583,
