,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,133,135.0
1,476,483.0
2,824,815.0
3,1141,1142.0
4,1498,1491.0
5,1846,1844.0
6,2198,2182.0
7,2520,2530.0
8,2837,2847.0
9,3193,3195.0
10,3546,3544.0
11,3883,3885.0
12,4209,4201.0
13,4557,4560.0
14,4904,4903.0
15,5291,5283.0
16,5613,5600.0
17,5796,5958.0
18,5957,6265.0
19,6217,6449.0
20,6443,6766.0
21,6770,7119.0
22,7122,7468.0
23,7461,7809.0
24,7811,8146.0
25,8150,8484.0
26,8489,8832.0
27,8828,9186.0
28,9180,9518.0
29,9520,9872.0
30,9841,10189.0
31,10185,10542.0
32,10546,10885.0
33,10885,11186.0
34,11185,11538.0
35,11535,12060.0
36,12065,12577.0
37,12361,12867.0
38,12578,13168.0
39,12874,13490.0
40,13161,13838.0
41,13500,14181.0
42,13835,14524.0
43,14178,14867.0
44,14530,15214.0
45,14865,15551.0
46,15207,15889.0
47,15546,16232.0
48,15885,16570.0
49,16228,16908.0
50,16572,17251.0
51,16920,17578.0
52,17254,17931.0
53,17585,18274.0
54,17933,18623.0
55,18276,18953.0
56,18620,19291.0
57,18952,19639.0
58,19287,19987.0
59,19635,20315.0
60,19978,20663.0
61,20326,20990.0
62,20661,21338.0
63,20987,21692.0
64,21348,22024.0
65,21687,22357.0
66,22026,22703.0
67,22357,23057.0
68,22698,23389.0
69,23046,23732.0
70,23389,24059.0
71,23750,24408.0
72,24067,24751.0
73,24407,25088.0
74,24750,25442.0
75,25102,25769.0
76,25441,26107.0
77,25772,26458.0
78,26115,26791.0
79,26452,27144.0
80,26796,27466.0
81,27135,27809.0
82,27470,28158.0
83,27813,28506.0
84,28152,28838.0
85,28500,29176.0
86,28848,29519.0
87,29178,29862.0
88,29526,30214.0
89,29865,30536.0
90,30207,30884.0
91,30537,31232.0
92,30889,31575.0
93,31228,31913.0
94,31567,32240.0
95,31907,32588.0
96,32250,32937.0
97,32593,33274.0
98,32941,33612.0
99,33280,33948.0
100,33602,34291.0
101,33939,34634.0
102,34300,34987.0
103,34643,35309.0
104,34978,35658.0
105,35304,35995.0
106,35661,36349.0
107,36004,36687.0
108,36348,37014.0
109,36691,37362.0
110,37022,37708.0
111,37357,38051.0
112,37702,38384.0
113,38046,38716.0
114,38385,39065.0
115,38720,39413.0
116,39072,39751.0
117,39407,40104.0
118,39759,40421.0
119,40098,40769.0
120,40420,41112.0
121,40776,41458.0
122,41111,41796.0
123,41465,42123.0
124,41796,42472.0
125,42130,42820.0
126,42478,43158.0
127,42826,43501.0
128,43157,43828.0
129,43500,44187.0
130,43835,44524.0
131,44178,44867.0
132,44513,45203.0
133,44865,45536.0
134,45207,45879.0
135,45533,46232.0
136,45876,46575.0
137,46224,46908.0
138,46585,47240.0
139,46902,47594.0
140,47237,47931.0
141,47589,48280.0
142,47928,48602.0
143,48276,48953.0
144,48607,49301.0
145,48948,49644.0
146,49296,49966.0
147,49635,50315.0
148,49961,50658.0
149,50317,51006.0
150,50665,51338.0
151,51009,51676.0
152,51339,52024.0
153,51678,52367.0
154,52030,52703.0
155,52370,53051.0
156,52715,53389.0
157,53046,53732.0
158,53389,54054.0
159,53733,54408.0
160,54054,54756.0
161,54407,55094.0
162,54754,55437.0
163,55098,55769.0
164,55437,56112.0
165,55759,56464.0
166,56115,56801.0
167,56457,57123.0
168,56804,57472.0
169,57130,57820.0
170,57474,58163.0
171,57817,58506.0
172,58165,58833.0
173,58496,59176.0
174,58835,59530.0
175,59196,59867.0
176,59509,
177,59870,
