,Time [s], RESP, PLETH, II, V, AVR
0,0.0,1.0,0.7869,0.21484,0.9411799999999999,0.69922
1,0.008,1.0,0.80352,0.19530999999999998,0.9509799999999999,0.70898
2,0.016,1.0,0.8142699999999999,0.16992000000000002,0.9509799999999999,0.7246100000000001
3,0.024,1.0,0.82405,0.17578,0.95686,0.7207
4,0.032,1.0,0.83089,0.19530999999999998,0.96667,0.70508
5,0.04,1.0,0.8348,0.19530999999999998,0.96667,0.69922
6,0.048,1.0,0.83578,0.2207,0.96667,0.68555
7,0.055999999999999994,1.0,0.8338200000000001,0.2207,0.96667,0.68945
8,0.064,1.0,0.82893,0.22461,0.96078,0.68555
9,0.07200000000000001,1.0,0.8230700000000001,0.24023000000000003,0.95686,0.67969
10,0.08,1.0,0.8142699999999999,0.23438,0.94706,0.68555
11,0.08800000000000001,1.0,0.8045,0.24023000000000003,0.94706,0.66992
12,0.096,0.9980399999999999,0.79277,0.23046999999999998,0.93725,0.68555
13,0.10400000000000001,0.9960899999999999,0.78104,0.24023000000000003,0.93137,0.68945
14,0.11199999999999999,0.97067,0.7683300000000001,0.25586,0.93725,0.67969
15,0.12,0.94526,0.75464,0.25,0.9254899999999999,0.67578
16,0.128,0.91496,0.73998,0.29102,0.9215700000000001,0.6503899999999999
17,0.136,0.8856299999999999,0.72532,0.30078,0.91569,0.6543
18,0.14400000000000002,0.84946,0.71065,0.33984000000000003,0.9215700000000001,0.61523
19,0.152,0.8142699999999999,0.69795,0.34961,0.9058799999999999,0.625
20,0.16,0.7741899999999999,0.6862199999999999,0.3457,0.8960799999999999,0.6289100000000001
21,0.168,0.7350899999999999,0.6754600000000001,0.37109000000000003,0.8902,0.61523
22,0.17600000000000002,0.69697,0.66764,0.39453,0.8764700000000001,0.5996100000000001
23,0.184,0.65982,0.65982,0.41602,0.87059,0.5898399999999999
24,0.192,0.6217,0.65396,0.42578,0.86667,0.5898399999999999
25,0.2,0.5845600000000001,0.64907,0.41991999999999996,0.8568600000000001,0.5996100000000001
26,0.20800000000000002,0.53959,0.64418,0.42578,0.87059,0.5898399999999999
27,0.21600000000000003,0.4956,0.64027,0.375,0.87059,0.6191399999999999
28,0.22399999999999998,0.44575,0.63539,0.3457,0.88039,0.64062
29,0.23199999999999998,0.39589,0.6305,0.31445,0.8960799999999999,0.6601600000000001
30,0.24,0.348,0.62561,0.29102,0.9058799999999999,0.67578
31,0.248,0.3001,0.6217,0.2793,0.9215700000000001,0.68555
32,0.256,0.25318,0.6168100000000001,0.27539,0.9215700000000001,0.66406
33,0.264,0.20723000000000003,0.6129,0.28515999999999997,0.93137,0.67969
34,0.272,0.15347,0.60997,0.26953,0.9254899999999999,0.67969
35,0.28,0.099707,0.60606,0.25977,0.9215700000000001,0.68555
36,0.28800000000000003,0.049852999999999995,0.60215,0.29102,0.93137,0.66406
37,0.29600000000000004,0.0,0.59824,0.30078,0.9411799999999999,0.6601600000000001
38,0.304,0.0,0.59531,0.30469,0.9411799999999999,0.6503899999999999
39,0.312,0.0,0.5914,0.31055,0.93725,0.6543
40,0.32,0.0,0.5865100000000001,0.31055,0.9411799999999999,0.6543
41,0.32799999999999996,0.0,0.58065,0.32031,0.9411799999999999,0.64062
42,0.336,0.0,0.5747800000000001,0.33008000000000004,0.9411799999999999,0.64062
43,0.344,0.0,0.56891,0.39453,0.97059,0.60547
44,0.35200000000000004,0.0,0.56305,0.43555,1.0059,0.57422
45,0.36,0.0,0.55718,0.49023,1.0118,0.54492
46,0.368,0.0,0.55132,0.47461000000000003,0.9862700000000001,0.55469
47,0.376,0.0,0.54448,0.44531000000000004,0.93725,0.57031
48,0.384,0.0,0.53861,0.41991999999999996,0.8960799999999999,0.58008
49,0.392,0.0,0.53177,0.4043,0.8862700000000001,0.57422
50,0.4,0.0,0.52493,0.41602,0.9058799999999999,0.5957
51,0.408,0.0,0.5190600000000001,0.35938000000000003,0.91176,0.6191399999999999
52,0.41600000000000004,0.0,0.5132,0.33984000000000003,0.91569,0.63477
53,0.424,0.0,0.5073300000000001,0.33594,0.91176,0.64062
54,0.43200000000000005,0.0,0.50049,0.32031,0.91569,0.6503899999999999
55,0.44,0.0,0.49365,0.33594,0.91569,0.63477
56,0.44799999999999995,0.0,0.48778,0.32422,0.91569,0.64062
57,0.456,0.0,0.48386999999999997,0.31055,0.91176,0.6601600000000001
58,0.46399999999999997,0.0,0.48191999999999996,0.33008000000000004,0.91569,0.64453
59,0.47200000000000003,0.0,0.48485,0.33594,0.9215700000000001,0.64062
60,0.48,0.0,0.49267,0.33984000000000003,0.9215700000000001,0.6289100000000001
61,0.488,0.0,0.5073300000000001,0.30078,0.9254899999999999,0.6601600000000001
62,0.496,0.0,0.52884,0.19530999999999998,0.98235,0.7207
63,0.504,0.0,0.5523,0.15039,0.99608,0.73438
64,0.512,0.0,0.5786899999999999,0.51562,0.7902,0.49023
65,0.52,0.0,0.61193,1.0488,0.34902,0.17969000000000002
66,0.528,0.0,0.65005,1.3887,0.13922,0.050781
67,0.536,0.0,0.69013,0.76953,0.27451,0.4707
68,0.544,0.0,0.72923,0.25,0.55098,0.7539100000000001
69,0.552,0.0,0.76637,0.23438,0.76078,0.7246100000000001
70,0.56,0.0,0.79961,0.26561999999999997,0.8568600000000001,0.70508
71,0.568,0.0,0.82796,0.24023000000000003,0.93137,0.69922
72,0.5760000000000001,0.0,0.85239,0.2207,0.96667,0.68945
73,0.584,0.0,0.87097,0.19530999999999998,0.9764700000000001,0.70898
74,0.5920000000000001,0.0,0.8856299999999999,0.19530999999999998,0.9764700000000001,0.70508
75,0.6,0.0,0.89541,0.18555,0.9764700000000001,0.7148399999999999
76,0.608,0.0,0.9012700000000001,0.17578,0.9862700000000001,0.7207
77,0.616,0.0,0.9042,0.18945,0.98235,0.70898
78,0.624,0.0,0.9042,0.19530999999999998,0.9764700000000001,0.70898
79,0.632,0.0,0.9042,0.20117000000000002,0.98235,0.70898
80,0.64,0.0,0.9012700000000001,0.20508,0.9764700000000001,0.70898
81,0.648,0.0,0.89638,0.19530999999999998,0.98235,0.70898
82,0.6559999999999999,0.0,0.88954,0.21094000000000002,0.96667,0.70898
83,0.664,0.0,0.87977,0.23438,0.97059,0.68555
84,0.672,0.0,0.8690100000000001,0.21484,0.9764700000000001,0.69531
85,0.68,0.0,0.8553299999999999,0.22461,0.96667,0.69922
86,0.688,0.0,0.8396899999999999,0.22461,0.96667,0.68945
87,0.696,0.0,0.82209,0.24023000000000003,0.96667,0.69531
88,0.7040000000000001,0.0,0.8045,0.26561999999999997,0.96667,0.66992
89,0.7120000000000001,0.0,0.78592,0.28515999999999997,0.96667,0.6601600000000001
90,0.72,0.0,0.76637,0.31445,0.96667,0.64062
91,0.728,0.0,0.74585,0.3457,0.96667,0.6191399999999999
92,0.736,0.0,0.72434,0.35547,0.96078,0.6191399999999999
93,0.7440000000000001,0.0,0.7047899999999999,0.37109000000000003,0.9509799999999999,0.625
94,0.752,0.0,0.6862199999999999,0.41016,0.95686,0.5996100000000001
95,0.76,0.0,0.66862,0.43555,0.9509799999999999,0.58398
96,0.768,0.0,0.65396,0.46093999999999996,0.95686,0.57031
97,0.7759999999999999,0.0,0.64125,0.44531000000000004,0.9411799999999999,0.5898399999999999
98,0.784,0.0,0.6305,0.43555,0.93725,0.5996100000000001
99,0.792,0.0,0.6217,0.42578,0.9411799999999999,0.60547
100,0.8,0.0,0.6148600000000001,0.375,0.9411799999999999,0.625
101,0.8079999999999999,0.0,0.6089899999999999,0.34961,0.9411799999999999,0.64062
102,0.816,0.0,0.6050800000000001,0.31055,0.93725,0.6601600000000001
103,0.8240000000000001,0.0,0.6002,0.30469,0.9411799999999999,0.66406
104,0.8320000000000001,0.0,0.59629,0.29491999999999996,0.93725,0.66406
105,0.84,0.0,0.5914,0.30078,0.9411799999999999,0.6601600000000001
