,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,80,77
1,567,583
2,985,984
3,1389,1385
4,1789,1781
5,2250,2251
6,2689,2710
7,3150,3158
8,3507,3507
9,3935,3932
10,4317,4328
11,4704,4708
12,5113,5119
13,5539,5536
14,5983,5980
15,6357,6349
16,6770,6771
17,7204,7188
18,7602,7619
19,8007,8009
20,8459,8463
21,8867,8869
22,9233,9223
23,9641,9645
24,10002,10030
25,10411,10431
26,10854,10864
27,11270,11268
28,11726,11728
29,12074,12086
30,12452,12445
31,12804,12820
32,13226,13226
33,13639,13648
34,14100,14092
35,14457,14445
36,14874,14857
37,15250,15256
38,15646,15631
39,16076,16090
40,16533,16533
41,16937,16950
42,17324,17330
43,17728,17731
44,18189,18190
45,18650,18654
46,19096,19101
47,19452,19465
48,19848,19850
49,20261,20262
50,20704,20695
51,21104,21101
52,21526,21528
53,21978,21961
54,22348,22346
55,22759,22751
56,23172,23168
57,23633,23627
58,24015,24022
59,24415,24439
60,24824,24830
61,25263,25268
62,25689,25685
63,26076,26102
64,26465,26464
65,26878,26875
66,27257,27229
67,27661,27683
68,28078,28100
69,28543,28559
70,28996,29007
71,29404,29419
72,29787,29794
73,30180,30198
74,30524,30525
75,30950,30963
76,31363,31369
77,31707,31707
78,32080,32066
79,32411,32425
80,32833,32831
81,33263,33269
82,33702,33702
83,34117,34106
84,34548,34555
85,34965,34982
86,35409,35404
87,35852,35837
88,36257,36265
89,36674,36660
90,37052,37035
91,37417,37431
92,37867,37867
93,38241,38236
94,38693,38701
95,39080,39075
96,39450,39466
97,39902,39909
98,40267,40268
99,40702,40690
100,41115,41091
101,41509,41506
102,41900,41907
103,42348,42366
104,42761,42772
105,43139,43163
106,43583,43580
107,44022,44018
108,44404,44419
109,44843,44846
110,45233,45256
111,45646,45646
112,46050,46047
113,46433,46443
114,46837,46839
115,47263,47261
116,47654,47662
117,48085,48079
118,48493,48491
119,48826,48827
120,49204,49212
121,49609,49613
122,50000,49998
123,50409,50399
124,50800,50790
125,51183,51191
126,51591,51597
127,52013,52019
128,52322,52309
129,52663,52666
130,53059,53083
131,53467,53489
132,53859,53869
133,54254,54265
134,54680,54672
135,55089,55094
136,55507,55500
137,55959,55959
138,56357,56390
139,56748,56759
140,57170,57187
141,57696,57662
142,58078,58089
143,58430,58432
144,58848,58849
145,59235,59224
146,59622,59630
