,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,59.0,66
1,367.0,388
2,1128.0,583
3,1811.0,805
4,2515.0,1132
5,2915.0,1522
6,3398.0,1807
7,3930.0,2472
8,4478.0,2889
9,4870.0,3391
10,5404.0,3890
11,5739.0,4449
12,6083.0,4840
13,6487.0,5420
14,6961.0,5742
15,7330.0,6048
16,7728.0,6423
17,7989.0,6951
18,8441.0,7330
19,8885.0,7756
20,9289.0,7967
21,9707.0,8416
22,10280.0,8859
23,10763.0,9281
24,11063.0,9693
25,11452.0,10257
26,11852.0,10759
27,12296.0,11001
28,12735.0,11337
29,13109.0,11801
30,13526.0,12266
31,13917.0,12778
32,14343.0,13147
33,14752.0,13527
34,15159.0,13960
35,15572.0,14329
36,15867.0,14767
37,16367.0,15172
38,16767.0,15599
39,17233.0,15852
40,17693.0,16354
41,18202.0,16770
42,18693.0,17198
43,19074.0,17657
44,19665.0,18142
45,20161.0,18686
46,20526.0,18832
47,20922.0,19064
48,21296.0,19703
49,21861.0,20199
50,22274.0,20568
51,22685.0,20911
52,23089.0,21249
53,23524.0,21898
54,23902.0,22283
55,24280.0,22661
56,24672.0,23051
57,25080.0,23532
58,25463.0,23906
59,25828.0,24281
60,26228.0,24650
61,26674.0,25136
62,27096.0,25468
63,27483.0,25848
64,27952.0,26239
65,28287.0,26316
66,28661.0,26722
67,29048.0,27092
68,29478.0,27477
69,29939.0,27941
70,30424.0,28327
71,30946.0,28670
72,31267.0,29055
73,31733.0,29477
74,32180.0,29941
75,32698.0,30409
76,33267.0,30953
77,33878.0,31248
78,34296.0,31691
79,34761.0,32193
80,35283.0,32704
81,35917.0,33269
82,36413.0,33869
83,36939.0,34323
84,37448.0,34761
85,38089.0,35294
86,38672.0,35916
87,39298.0,36391
88,39815.0,36929
89,40202.0,37436
90,40524.0,38078
91,41002.0,38653
92,41435.0,39292
93,42052.0,39798
94,42548.0,40194
95,43017.0,40505
96,43678.0,40980
97,44235.0,41437
98,44783.0,42060
99,45163.0,42556
100,45428.0,43020
101,45833.0,43675
102,46154.0,44234
103,46528.0,44809
104,46924.0,45145
105,47315.0,45393
106,47833.0,45778
107,48385.0,46164
108,48839.0,46544
109,49304.0,46913
110,50370.0,47319
111,51074.0,47821
112,51691.0,48369
113,52461.0,48853
114,52972.0,49286
115,53333.0,50341
116,53859.0,51053
117,54241.0,51666
118,54680.0,52040
119,55102.0,52447
120,55520.0,52930
121,55933.0,53310
122,56228.0,53785
123,56787.0,54197
124,57243.0,54629
125,57674.0,55083
126,58126.0,55500
127,58596.0,55906
128,59009.0,56223
129,59443.0,56743
130,59757.0,57250
131,,57646
132,,58057
133,,58643
134,,59044
135,,59403
136,,59735
