,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,293.0,298
1,759.0,763
2,1089.0,1106
3,1472.0,1485
4,2102.0,2087
5,2724.0,2715
6,2950.0,2958
7,3363.0,3348
8,3737.0,3734
9,4130.0,4133
10,4517.0,4523
11,4913.0,4914
12,5352.0,5346
13,5765.0,5763
14,6239.0,6238
15,6696.0,6697
16,7152.0,7156
17,7559.0,7566
18,7828.0,7840
19,8224.0,8210
20,8733.0,8716
21,9063.0,9054
22,9559.0,9540
23,9876.0,9877
24,10346.0,10331
25,10780.0,10727
26,11167.0,11149
27,11861.0,11327
28,12291.0,11865
29,13926.0,12282
30,14352.0,12593
31,14678.0,12952
32,15093.0,13173
33,15372.0,13385
34,15698.0,13923
35,16046.0,14366
36,16385.0,14688
37,16702.0,15119
38,17041.0,15383
39,17511.0,15694
40,17928.0,16053
41,18376.0,16391
42,18843.0,16718
43,19252.0,17055
44,19717.0,17525
45,20078.0,17942
46,20487.0,18396
47,20965.0,18848
48,21383.0,19254
49,21739.0,19734
50,22161.0,20088
51,22528.0,20484
52,22893.0,20958
53,23280.0,21391
54,23676.0,21766
55,24033.0,22151
56,24450.0,22529
57,24941.0,22893
58,25398.0,23268
59,25820.0,23669
60,26270.0,24049
61,26691.0,24466
62,27122.0,24956
63,27583.0,25400
64,27939.0,25822
65,28387.0,26263
66,28809.0,26696
67,29239.0,27118
68,29674.0,27577
69,30159.0,27947
70,30667.0,28385
71,31128.0,28823
72,31572.0,29245
73,32024.0,29677
74,32454.0,30161
75,32902.0,30668
76,33337.0,31121
77,33728.0,31586
78,34083.0,32024
79,34443.0,32472
80,34848.0,32921
81,35291.0,33332
82,35700.0,33734
83,36161.0,34101
84,36683.0,34454
85,37187.0,34845
86,37650.0,35294
87,38085.0,35726
88,38520.0,36180
89,38954.0,36681
90,39428.0,37183
91,39863.0,37661
92,40337.0,38094
93,40776.0,38511
94,41211.0,38980
95,41665.0,39418
96,42122.0,39872
97,42548.0,40342
98,43017.0,40769
99,43461.0,41207
100,43922.0,41670
101,44391.0,42123
102,44817.0,42551
103,45211.0,43026
104,45611.0,43453
105,46033.0,43918
106,46428.0,44382
107,46863.0,44815
108,47263.0,45208
109,47746.0,45620
110,48180.0,46026
111,48715.0,46449
112,49187.0,46865
113,49626.0,47293
114,50091.0,47752
115,50513.0,48237
116,50913.0,48707
117,51365.0,49191
118,51848.0,49623
119,52348.0,50098
120,52859.0,50515
121,53380.0,50927
122,53872.0,51386
123,54341.0,51861
124,54776.0,52367
125,55220.0,52861
126,55693.0,53373
127,56133.0,53869
128,56583.0,54344
129,57026.0,54777
130,57435.0,55220
131,57870.0,55679
132,58330.0,56133
133,58839.0,56585
134,59304.0,57018
135,59765.0,57451
136,,57894
137,,58342
138,,58838
139,,59308
140,,59772
