,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,67,77
1,498,478
2,902,894
3,1315,1327
4,1720,1739
5,2150,2156
6,2572,2578
7,2872,2873
8,3307,3290
9,3698,3702
10,4126,4117
11,4491,4491
12,4948,4940
13,5387,5367
14,5804,5800
15,6187,6191
16,6617,6613
17,6943,6951
18,7378,7362
19,7785,7793
20,8133,8120
21,8472,8463
22,8898,8901
23,9333,9323
24,9689,9672
25,10102,10094
26,10507,10511
27,10941,10933
28,11343,11353
29,11674,11675
30,12083,12092
31,12500,12498
32,12909,12925
33,13339,13327
34,13757,13765
35,14113,14108
36,14530,14535
37,14943,14941
38,15346,15367
39,15793,15768
40,16102,16106
41,16493,16512
42,16841,16855
43,17250,17261
44,17698,17689
45,18115,18100
46,18541,18522
47,18939,18927
48,19374,19349
49,19787,19761
50,20230,20193
51,20600,20610
52,21035,21027
53,21396,21402
54,21817,21813
55,22239,22230
56,22654,22656
57,23085,23062
58,23420,23421
59,23798,23801
60,24207,24207
61,24633,24613
62,25033,25025
63,25346,25331
64,25772,25759
65,26163,26165
66,26578,26590
67,26952,26944
68,27313,27303
69,27583,27593
70,28022,28020
71,28430,28432
72,28865,28833
73,29257,29255
74,29687,29667
75,30102,30098
76,30493,30504
77,30767,30773
78,31193,31195
79,31620,31617
80,32037,32024
81,32285,32282
82,32707,32704
83,33120,33116
84,33541,33538
85,33943,33937
86,34387,34359
87,34691,34692
88,35087,35104
89,35517,35520
90,35939,35932
91,36357,36344
92,36787,36776
93,37200,37188
94,37598,37587
95,38015,38009
96,38424,38431
97,38859,38859
98,39267,39270
99,39689,39693
100,39976,39988
101,40407,40394
102,40828,40811
103,41228,41234
104,41583,41564
105,41861,41870
106,42278,42287
107,42683,42693
108,43135,43110
109,43539,43527
110,43957,43944
111,44348,44345
112,44704,44693
113,45115,45103
114,45541,45536
115,45963,45953
116,46350,46359
117,46776,46770
118,47189,47187
119,47593,47609
120,48028,48021
121,48441,48438
122,48746,48744
123,49174,49175
124,49583,49592
125,50009,50009
126,50422,50431
127,50826,50827
128,51261,51265
129,51670,51681
130,52113,52093
131,52500,52513
132,52924,52930
133,53346,53336
134,53776,53769
135,54172,54175
136,54598,54598
137,55011,55004
138,55437,55442
139,55741,55737
140,56154,56165
141,56548,56564
142,57004,56986
143,57413,57398
144,57830,57830
145,58230,58205
146,58657,58659
147,59013,59007
148,59422,59414
149,59839,59841
