,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,302.0,309
1,763.0,778
2,1307.0,1306
3,1889.0,1897
4,2407.0,2420
5,2959.0,2958
6,3459.0,3470
7,4004.0,4016
8,4487.0,4497
9,4978.0,4998
10,5496.0,5515
11,5978.0,5985
12,6426.0,6449
13,6943.0,6935
14,7413.0,7431
15,7859.0,7877
16,8250.0,8252
17,8780.0,8790
18,9267.0,9276
19,9733.0,9740
20,10254.0,10226
21,10698.0,10674
22,11120.0,11107
23,11583.0,11580
24,12070.0,12071
25,12561.0,12556
26,13004.0,12994
27,13504.0,13490
28,13952.0,13907
29,14374.0,14350
30,14804.0,14794
31,15328.0,15346
32,15780.0,15778
33,16233.0,16232
34,16759.0,16755
35,17211.0,17214
36,17711.0,17699
37,18180.0,18179
38,18663.0,18633
39,19091.0,19085
40,19596.0,19565
41,20057.0,20035
42,20483.0,20499
43,20965.0,20985
44,21452.0,21444
45,22022.0,22003
46,22439.0,22457
47,23480.0,22640
48,24037.0,22967
49,24528.0,23495
50,24889.0,24017
51,25780.0,24455
52,26085.0,24872
53,26448.0,25442
54,26817.0,25780
55,27187.0,26091
56,27535.0,26448
57,27804.0,26823
58,28174.0,27203
59,28565.0,27540
60,29004.0,27788
61,29309.0,28173
62,29757.0,28564
63,30150.0,28949
64,30520.0,29287
65,30763.0,29772
66,31089.0,30156
67,31641.0,30509
68,31976.0,31106
69,32485.0,31586
70,32976.0,32003
71,33459.0,32493
72,33887.0,32974
73,34378.0,33475
74,34874.0,33911
75,35296.0,34402
76,35839.0,34850
77,36304.0,35341
78,36817.0,35842
79,37235.0,36286
80,37737.0,36776
81,38133.0,37220
82,38602.0,37703
83,39133.0,38120
84,39563.0,38600
85,40120.0,39117
86,40633.0,39550
87,41124.0,40125
88,41609.0,40653
89,42074.0,41128
90,42409.0,41596
91,42800.0,42086
92,43330.0,42408
93,43865.0,42836
94,44343.0,43258
95,44809.0,43875
96,45354.0,44261
97,45867.0,44788
98,46459.0,45361
99,46967.0,45873
100,47446.0,46475
101,48011.0,47003
102,48502.0,47435
103,49083.0,47995
104,50135.0,48522
105,50548.0,49212
106,50930.0,50125
107,51261.0,50505
108,51713.0,50932
109,52126.0,51265
110,52976.0,51718
111,53550.0,52104
112,54537.0,52555
113,55137.0,52993
114,56041.0,53574
115,56652.0,54049
116,57070.0,54228
117,57661.0,54566
118,58087.0,55104
119,58691.0,55431
120,59178.0,56102
121,59761.0,56606
122,,57044
123,,57630
124,,58063
125,,58643
126,,59171
127,,59772
