,Time [s], RESP, PLETH, II, V, AVR
0,0.0,0.50635,0.68719,0.48047,0.51562,0.60588
1,0.008,0.5132,0.68328,0.48438000000000003,0.51562,0.59608
2,0.016,0.5190600000000001,0.68035,0.48047,0.51562,0.6
3,0.024,0.52493,0.67742,0.42968999999999996,0.55469,0.60588
4,0.032,0.53079,0.67351,0.56445,0.50977,0.51961
5,0.04,0.53666,0.66764,1.0391,0.33594,0.26863000000000004
6,0.048,0.54252,0.65982,1.5,0.070312,-0.0058823
7,0.055999999999999994,0.5483899999999999,0.65103,1.5,-0.044922000000000004,-0.10196000000000001
8,0.064,0.55523,0.64223,1.2285,0.22461,0.2549
9,0.07200000000000001,0.56207,0.63343,0.4707,0.49413999999999997,0.6098
10,0.08,0.56891,0.62463,0.25977,0.5957,0.6803899999999999
11,0.08800000000000001,0.57576,0.6158399999999999,0.32031,0.60547,0.64118
12,0.096,0.5826,0.6089899999999999,0.38086,0.56055,0.6098
13,0.10400000000000001,0.58944,0.60215,0.4043,0.55078,0.61961
14,0.11199999999999999,0.59726,0.59726,0.41602,0.53906,0.6098
15,0.12,0.6050800000000001,0.59335,0.41016,0.53906,0.61569
16,0.128,0.6129,0.58944,0.41602,0.53906,0.6098
17,0.136,0.6217,0.58553,0.42968999999999996,0.53906,0.60588
18,0.14400000000000002,0.6305,0.58358,0.43555,0.5293,0.59608
19,0.152,0.64027,0.58162,0.43555,0.5351600000000001,0.60588
20,0.16,0.65103,0.58065,0.44531000000000004,0.5253899999999999,0.5902
21,0.168,0.6608,0.57967,0.44531000000000004,0.5293,0.59608
22,0.17600000000000002,0.67155,0.57967,0.45508000000000004,0.51953,0.58431
23,0.184,0.68133,0.5777100000000001,0.46093999999999996,0.51562,0.58431
24,0.192,0.6911,0.57576,0.48047,0.5058600000000001,0.5705899999999999
25,0.2,0.69892,0.5728300000000001,0.48047,0.5,0.56471
26,0.20800000000000002,0.70772,0.56794,0.49023,0.49023,0.5549
27,0.21600000000000003,0.7165199999999999,0.56305,0.51562,0.49023,0.55098
28,0.22399999999999998,0.72532,0.55621,0.5293,0.47461000000000003,0.5352899999999999
29,0.23199999999999998,0.73412,0.5493600000000001,0.54492,0.46484,0.5352899999999999
30,0.24,0.7429100000000001,0.5415399999999999,0.56055,0.45508000000000004,0.51961
31,0.248,0.75171,0.53275,0.57422,0.44922,0.5098
32,0.256,0.75953,0.52493,0.5957,0.44531000000000004,0.50588
33,0.264,0.76637,0.5171100000000001,0.5996100000000001,0.44531000000000004,0.5
34,0.272,0.7741899999999999,0.5112399999999999,0.60547,0.44922,0.50588
35,0.28,0.78104,0.50342,0.60547,0.44531000000000004,0.5
36,0.28800000000000003,0.78886,0.49658,0.5957,0.44922,0.5098
37,0.29600000000000004,0.79668,0.48973999999999995,0.58398,0.45508000000000004,0.5098
38,0.304,0.8045,0.48191999999999996,0.57422,0.46484,0.52549
39,0.312,0.81134,0.47507,0.55469,0.4707,0.52941
40,0.32,0.81916,0.46823000000000004,0.5351600000000001,0.48047,0.55098
41,0.32799999999999996,0.826,0.46237,0.5253899999999999,0.48438000000000003,0.55098
42,0.336,0.8328399999999999,0.45552,0.51953,0.49023,0.5549
43,0.344,0.83773,0.44868,0.50977,0.49023,0.5549
44,0.35200000000000004,0.8436,0.44183999999999996,0.5058600000000001,0.49023,0.56471
45,0.36,0.8465299999999999,0.43596999999999997,0.5058600000000001,0.48438000000000003,0.5705899999999999
46,0.368,0.85044,0.43109,0.50977,0.49023,0.5607800000000001
47,0.376,0.8533700000000001,0.42717,0.51562,0.49023,0.5549
48,0.384,0.8553299999999999,0.42326,0.51562,0.49023,0.5607800000000001
49,0.392,0.8572799999999999,0.41838000000000003,0.51953,0.48047,0.5549
50,0.4,0.85826,0.41348999999999997,0.51953,0.48438000000000003,0.5549
51,0.408,0.85924,0.4086,0.5253899999999999,0.48438000000000003,0.55098
52,0.41600000000000004,0.85924,0.40371,0.5253899999999999,0.48438000000000003,0.55098
53,0.424,0.85924,0.39883,0.5293,0.48047,0.5451
54,0.43200000000000005,0.85826,0.39492,0.54492,0.47461000000000003,0.53922
55,0.44,0.8572799999999999,0.39003000000000004,0.54492,0.47461000000000003,0.5451
56,0.44799999999999995,0.8553299999999999,0.38611999999999996,0.55078,0.4707,0.5352899999999999
57,0.456,0.85435,0.38123,0.54492,0.4707,0.5451
58,0.46399999999999997,0.85239,0.37732,0.55078,0.4707,0.5352899999999999
59,0.47200000000000003,0.85044,0.37340999999999996,0.54492,0.4707,0.5451
60,0.48,0.8484799999999999,0.36851999999999996,0.54492,0.4707,0.5352899999999999
61,0.488,0.84751,0.36266,0.55078,0.47461000000000003,0.53922
62,0.496,0.84555,0.35679,0.54492,0.4707,0.5352899999999999
63,0.504,0.84555,0.34897,0.53906,0.4707,0.53922
64,0.512,0.84555,0.34310999999999997,0.54492,0.47461000000000003,0.5352899999999999
65,0.52,0.84555,0.34018000000000004,0.5293,0.47461000000000003,0.5549
66,0.528,0.8465299999999999,0.34310999999999997,0.5293,0.4707,0.5451
67,0.536,0.8484799999999999,0.35386,0.5253899999999999,0.47461000000000003,0.5549
68,0.544,0.85044,0.37732,0.5253899999999999,0.48047,0.55098
69,0.552,0.8533700000000001,0.41153,0.51562,0.47461000000000003,0.5549
70,0.56,0.8563,0.45748,0.51953,0.48047,0.5549
71,0.568,0.85924,0.5044,0.51953,0.48047,0.5607800000000001
72,0.5760000000000001,0.8621700000000001,0.55132,0.5253899999999999,0.47461000000000003,0.55098
73,0.584,0.86608,0.6070399999999999,0.5293,0.47461000000000003,0.5352899999999999
74,0.5920000000000001,0.8690100000000001,0.66471,0.56445,0.46484,0.51569
75,0.6,0.8748799999999999,0.7175,0.58008,0.46093999999999996,0.5098
76,0.608,0.88074,0.76344,0.5898399999999999,0.45508000000000004,0.5
77,0.616,0.88759,0.8005899999999999,0.625,0.43945,0.48039
78,0.624,0.89541,0.82796,0.66992,0.41991999999999996,0.46078
79,0.632,0.90225,0.84555,0.64453,0.43555,0.47451000000000004
80,0.64,0.90909,0.85435,0.58398,0.44922,0.50588
81,0.648,0.9159299999999999,0.8553299999999999,0.5351600000000001,0.46484,0.53922
82,0.6559999999999999,0.9227799999999999,0.84946,0.49413999999999997,0.48047,0.5705899999999999
83,0.664,0.9286399999999999,0.8396899999999999,0.49023,0.48047,0.56471
84,0.672,0.93353,0.82796,0.49023,0.48438000000000003,0.5705899999999999
85,0.68,0.93842,0.81329,0.48438000000000003,0.48047,0.5705899999999999
86,0.688,0.9423299999999999,0.79668,0.48438000000000003,0.48438000000000003,0.5745100000000001
87,0.696,0.94624,0.78104,0.49413999999999997,0.48438000000000003,0.5607800000000001
88,0.7040000000000001,0.95015,0.76637,0.44531000000000004,0.50977,0.58039
89,0.7120000000000001,0.9530799999999999,0.75269,0.43945,0.51953,0.52941
90,0.72,0.95601,0.7429100000000001,0.8945299999999999,0.35938000000000003,0.31373
91,0.728,0.9579700000000001,0.73412,1.5,0.095703,0.0078431
92,0.736,0.9599200000000001,0.72825,1.5,-0.09375,-0.16275
93,0.7440000000000001,0.9609,0.72239,1.5,0.085938,0.078431
94,0.752,0.96285,0.7165199999999999,0.6191399999999999,0.41016,0.51961
95,0.76,0.96383,0.71065,0.28515999999999997,0.54492,0.6451
96,0.768,0.9657899999999999,0.70381,0.26953,0.56055,0.61961
97,0.7759999999999999,0.9677399999999999,0.69697,0.375,0.5293,0.58039
98,0.784,0.9697,0.68915,0.40039,0.51562,0.5902
99,0.792,0.9726299999999999,0.67937,0.41016,0.50977,0.58431
100,0.8,0.9745799999999999,0.6696,0.41602,0.50977,0.58039
101,0.8079999999999999,0.9775200000000001,0.65982,0.42968999999999996,0.5,0.58039
102,0.816,0.98045,0.64907,0.42968999999999996,0.5,0.5745100000000001
103,0.8240000000000001,0.9833799999999999,0.6393,0.43555,0.49023,0.58039
104,0.8320000000000001,0.98631,0.62952,0.43945,0.49023,0.5705899999999999
105,0.84,0.98925,0.6217,0.43555,0.48438000000000003,0.58039
106,0.848,0.99218,0.6148600000000001,0.44922,0.48047,0.56471
107,0.856,0.9960899999999999,0.60997,0.45508000000000004,0.48438000000000003,0.5607800000000001
108,0.8640000000000001,0.99902,0.6070399999999999,0.46484,0.4707,0.5549
109,0.872,1.0,0.60411,0.47461000000000003,0.46484,0.55098
110,0.88,1.0,0.60313,0.48438000000000003,0.46484,0.53922
111,0.888,1.0,0.60117,0.49413999999999997,0.45508000000000004,0.5352899999999999
112,0.8959999999999999,1.0,0.6002,0.5058600000000001,0.44531000000000004,0.52941
113,0.904,1.0,0.59824,0.5253899999999999,0.43945,0.51569
114,0.912,1.0,0.59629,0.55078,0.42578,0.5
115,0.92,1.0,0.59335,0.57031,0.41991999999999996,0.49412
116,0.9279999999999999,1.0,0.58944,0.58398,0.41016,0.48039
117,0.9359999999999999,1.0,0.58358,0.5957,0.4043,0.48431
118,0.9440000000000001,1.0,0.5777100000000001,0.60547,0.4043,0.47451000000000004
119,0.9520000000000001,1.0,0.57087,0.60938,0.4043,0.48431
120,0.96,1.0,0.56207,0.60547,0.40039,0.47451000000000004
121,0.968,1.0,0.55425,0.5996100000000001,0.4043,0.47451000000000004
122,0.976,1.0,0.54643,0.5957,0.41016,0.47058999999999995
123,0.9840000000000001,1.0,0.53666,0.58398,0.41991999999999996,0.48431
124,0.992,1.0,0.52688,0.57422,0.41991999999999996,0.4902
125,1.0,1.0,0.5171100000000001,0.55078,0.42968999999999996,0.48431
126,1.008,1.0,0.50831,0.53906,0.43555,0.50588
127,1.016,1.0,0.49951,0.5293,0.42968999999999996,0.5
128,1.024,1.0,0.49071000000000004,0.51953,0.42968999999999996,0.5098
129,1.032,1.0,0.48289,0.51562,0.42578,0.5
130,1.04,1.0,0.47507,0.51562,0.43555,0.5098
131,1.048,1.0,0.46823000000000004,0.51953,0.43555,0.5
132,1.056,1.0,0.46237,0.51562,0.42968999999999996,0.5098
133,1.064,1.0,0.4565,0.51953,0.42578,0.5
134,1.072,1.0,0.45161,0.5253899999999999,0.41991999999999996,0.49412
