,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,124.0,119
1,537.0,509
2,915.0,926
3,1354.0,1348
4,1733.0,1755
5,2176.0,2156
6,2563.0,2567
7,2941.0,2958
8,3363.0,3369
9,3783.0,3768
10,4200.0,4212
11,4587.0,4592
12,5030.0,5014
13,5465.0,5457
14,5891.0,5922
15,6348.0,6333
16,6748.0,6745
17,7157.0,7151
18,7576.0,7566
19,7989.0,7978
20,8367.0,8389
21,8754.0,8743
22,9141.0,9139
23,9511.0,9513
24,9911.0,9909
25,10320.0,10326
26,10720.0,10716
27,11107.0,11128
28,11552.0,11553
29,11930.0,11912
30,12313.0,12297
31,12704.0,12693
32,13117.0,13115
33,13504.0,13501
34,13891.0,13875
35,14300.0,14287
36,14678.0,14677
37,15072.0,15071
38,15498.0,15483
39,15941.0,15926
40,16337.0,16327
41,16728.0,16734
42,17128.0,17135
43,17572.0,17573
44,17972.0,17974
45,18393.0,18391
46,18796.0,18779
47,19209.0,19185
48,19587.0,19592
49,20013.0,20003
50,20391.0,20415
51,20800.0,20795
52,21183.0,21175
53,21639.0,21618
54,22035.0,22061
55,22448.0,22468
56,22859.0,22888
57,23298.0,23294
58,23707.0,23722
59,24115.0,24117
60,24698.0,24708
61,25098.0,25094
62,25537.0,25547
63,25976.0,25970
64,26370.0,26400
65,26926.0,26918
66,27348.0,27340
67,27752.0,27751
68,28161.0,28173
69,28591.0,28596
70,29039.0,28997
71,29452.0,29435
72,29952.0,29936
73,30498.0,30493
74,30915.0,30905
75,31424.0,31401
76,31828.0,31813
77,32228.0,32224
78,32628.0,32625
79,33002.0,33005
80,33415.0,33417
81,33809.0,33805
82,34213.0,34212
83,34570.0,34576
84,34930.0,34924
85,35283.0,35294
86,35661.0,35658
87,36030.0,36022
88,36378.0,36381
89,36730.0,36745
90,37130.0,37109
91,37487.0,37478
92,37828.0,37846
93,38185.0,38178
94,38524.0,38526
95,38902.0,38917
96,39324.0,39313
97,39672.0,39672
98,40041.0,40041
99,40415.0,40400
100,40767.0,40764
101,41124.0,41117
102,41474.0,41474
103,41852.0,41844
104,42209.0,42187
105,42552.0,42556
106,42935.0,42941
107,43296.0,43290
108,43687.0,43675
109,44065.0,44055
110,44404.0,44398
111,44787.0,44772
112,45159.0,45150
113,45528.0,45551
114,45898.0,45879
115,46237.0,46248
116,46615.0,46617
117,46972.0,46976
118,47328.0,47330
119,47680.0,47689
120,48063.0,48053
121,48411.0,48417
122,48791.0,48774
123,49135.0,49127
124,49504.0,49497
125,49878.0,49856
126,50209.0,50235
127,50609.0,50610
128,50983.0,50980
129,51326.0,51344
130,51743.0,51761
131,52183.0,52172
132,52928.0,52513
133,53280.0,52914
134,53672.0,53273
135,54028.0,53648
136,54402.0,54012
137,54776.0,54408
138,55224.0,54782
139,55607.0,55220
140,56028.0,55606
141,56374.0,56007
142,56761.0,56374
143,57113.0,56754
144,57517.0,57113
145,57913.0,57503
146,58322.0,57920
147,58743.0,58327
148,59191.0,58733
149,59561.0,59134
150,59970.0,59540
151,,59973
