,Time [s], RESP, PLETH, II, V, AVR
0,0.0,0.29619,0.38123,0.40392,0.60547,0.5451
1,0.008,0.30596,0.39785,0.38039,0.60938,0.5549
2,0.016,0.31672,0.41641999999999996,0.38431,0.60547,0.56471
3,0.024,0.32649,0.43695,0.3451,0.6191399999999999,0.58039
4,0.032,0.33529000000000003,0.45943,0.31961,0.6289100000000001,0.59608
5,0.04,0.34409,0.48191999999999996,0.3098,0.625,0.60588
6,0.048,0.35288,0.5044,0.31373,0.6289100000000001,0.60588
7,0.055999999999999994,0.36168,0.52493,0.31373,0.60547,0.60588
8,0.064,0.37146,0.5435,0.3098,0.61523,0.6
9,0.07200000000000001,0.38221,0.55914,0.33529000000000003,0.60938,0.59608
10,0.08,0.39296,0.57087,0.31961,0.61523,0.5902
11,0.08800000000000001,0.40274,0.57967,0.25882,0.6543,0.62549
12,0.096,0.41251000000000004,0.5865100000000001,0.2451,0.67578,0.62941
13,0.10400000000000001,0.42228999999999994,0.59238,0.4,0.63477,0.5352899999999999
14,0.11199999999999999,0.43206000000000006,0.59629,0.66078,0.4707,0.4
15,0.12,0.44183999999999996,0.59824,0.79608,0.29102,0.3451
16,0.128,0.45258999999999994,0.59922,0.82549,0.17969000000000002,0.40392
17,0.136,0.46431999999999995,0.59726,0.51961,0.25977,0.5745100000000001
18,0.14400000000000002,0.47507,0.59531,0.36471,0.40039,0.65098
19,0.152,0.48778,0.59238,0.3451,0.5058600000000001,0.61961
20,0.16,0.49951,0.59042,0.32353000000000004,0.58398,0.60588
21,0.168,0.51222,0.5865100000000001,0.2902,0.6289100000000001,0.61569
22,0.17600000000000002,0.52395,0.58358,0.2902,0.6289100000000001,0.6098
23,0.184,0.53568,0.57967,0.27451,0.64453,0.62549
24,0.192,0.5474100000000001,0.5747800000000001,0.26863000000000004,0.63477,0.61961
25,0.2,0.55914,0.56891,0.27843,0.64062,0.62549
26,0.20800000000000002,0.57087,0.56207,0.26863000000000004,0.64453,0.62549
27,0.21600000000000003,0.58358,0.55523,0.26863000000000004,0.63477,0.62549
28,0.22399999999999998,0.59629,0.5493600000000001,0.28431,0.6289100000000001,0.61569
29,0.23199999999999998,0.61095,0.54252,0.27451,0.6289100000000001,0.62549
30,0.24,0.62463,0.53568,0.2902,0.63477,0.61569
31,0.248,0.63832,0.52884,0.27843,0.6289100000000001,0.61961
32,0.256,0.65103,0.52004,0.30391999999999997,0.6289100000000001,0.6
33,0.264,0.66373,0.5112399999999999,0.3098,0.6289100000000001,0.60588
34,0.272,0.6764399999999999,0.50244,0.27451,0.625,0.61961
35,0.28,0.68915,0.49462,0.26471,0.63477,0.62549
36,0.28800000000000003,0.7028300000000001,0.48876000000000003,0.2902,0.625,0.61569
37,0.29600000000000004,0.71848,0.48191999999999996,0.29412,0.625,0.61569
38,0.304,0.73314,0.47605,0.31373,0.61523,0.60588
39,0.312,0.74976,0.46921,0.3,0.6191399999999999,0.60588
40,0.32,0.7654,0.46334,0.30391999999999997,0.60547,0.60588
41,0.32799999999999996,0.78299,0.45748,0.31373,0.60938,0.6
