,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,293.0,314
1,746.0,747
2,1198.0,1195
3,1646.0,1612
4,2085.0,2092
5,2511.0,2509
6,2880.0,2889
7,3315.0,3332
8,3783.0,3768
9,4222.0,4243
10,4670.0,4676
11,5074.0,5067
12,5474.0,5462
13,5891.0,5916
14,6339.0,6354
15,6748.0,6750
16,7152.0,7151
17,7611.0,7640
18,8041.0,8030
19,8415.0,8426
20,8850.0,8827
21,9285.0,9276
22,9689.0,9703
23,10124.0,10099
24,10567.0,10563
25,10976.0,10970
26,11400.0,11400
27,11857.0,11838
28,12274.0,12234
29,12691.0,12704
30,13196.0,13173
31,13491.0,13490
32,13874.0,13881
33,14296.0,14345
34,14726.0,14751
35,15163.0,15145
36,15554.0,15541
37,16007.0,16005
38,16420.0,16412
39,16824.0,16802
40,17207.0,17193
41,17576.0,17588
42,17985.0,17968
43,18385.0,18364
44,19148.0,18753
45,19522.0,19148
46,19922.0,19518
47,20326.0,19924
48,20739.0,20320
49,21157.0,20732
50,21539.0,21133
51,21957.0,21534
52,22413.0,21940
53,22824.0,22410
54,23237.0,22819
55,23685.0,23215
56,24098.0,23690
57,24559.0,24080
58,24980.0,24571
59,25437.0,24972
60,25828.0,25368
61,26246.0,25848
62,26652.0,26239
63,27113.0,26638
64,27509.0,27102
65,27891.0,27509
66,28339.0,27910
67,28700.0,28305
68,29122.0,28712
69,29604.0,29139
70,30002.0,29593
71,30433.0,30008
72,30820.0,30409
73,31237.0,30789
74,31685.0,31206
75,32076.0,31686
76,32580.0,32092
77,32998.0,32578
78,33420.0,32984
79,33813.0,33380
80,34265.0,33784
81,34635.0,34275
82,35074.0,34655
83,35457.0,35067
84,35865.0,35462
85,36309.0,35858
86,36730.0,36265
87,37161.0,36739
88,37646.0,37151
89,38089.0,37635
90,38524.0,38120
91,38920.0,38505
92,39233.0,38912
93,39693.0,39265
94,40115.0,39693
95,40572.0,40099
96,40980.0,40574
97,41378.0,40980
98,41843.0,41369
99,42230.0,41838
100,42635.0,42239
101,43057.0,42625
102,43457.0,43031
103,43891.0,43432
104,44287.0,43918
105,44817.0,44292
106,45241.0,44799
107,45663.0,45251
108,46050.0,45662
109,46472.0,46063
110,46902.0,46475
111,47324.0,46913
112,47724.0,47346
113,48098.0,47726
114,48502.0,48121
115,48900.0,48522
116,49335.0,48911
117,49687.0,49312
118,50087.0,49692
119,50522.0,50082
120,50922.0,50526
121,51426.0,50937
122,51891.0,51428
123,52330.0,51882
124,52793.0,52336
125,53233.0,52814
126,53698.0,53215
127,54163.0,53701
128,54585.0,54181
129,55028.0,54582
130,55476.0,55041
131,55876.0,55474
132,56278.0,55875
133,56691.0,56268
134,57143.0,56664
135,57609.0,57150
136,58048.0,57635
137,58509.0,58047
138,58952.0,58532
139,59422.0,58939
140,59887.0,59419
141,,59920
