,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,454,478.0
1,867,894.0
2,1259,1227.0
3,1646,1617.0
4,2067,2103.0
5,2446,2462.0
6,2820,2826.0
7,3224,3211.0
8,3672,3702.0
9,4091,4122.0
10,4483,4528.0
11,4878,4929.0
12,5313,5336.0
13,5717,5747.0
14,6043,6048.0
15,6230,6581.0
16,6552,6977.0
17,6948,7394.0
18,7387,7798.0
19,7767,8199.0
20,8163,8616.0
21,8576,9033.0
22,9007,9418.0
23,9398,9846.0
24,9837,10257.0
25,10250,10690.0
26,10659,11128.0
27,11093,11490.0
28,11496,11886.0
29,11896,12287.0
30,12291,12546.0
31,12570,12957.0
32,12943,13427.0
33,13413,13654.0
34,13678,14060.0
35,14052,14429.0
36,14435,14841.0
37,14826,15256.0
38,15202,15683.0
39,15680,16121.0
40,16089,16501.0
41,16493,16855.0
42,16859,17277.0
43,17263,17683.0
44,17693,18095.0
45,18063,18438.0
46,18428,18869.0
47,18852,19286.0
48,19252,19692.0
49,19696,20098.0
50,20083,20431.0
51,20435,20827.0
52,20830,21154.0
53,21148,21544.0
54,21548,21977.0
55,21974,22378.0
56,22374,22751.0
57,22741,23157.0
58,23141,23606.0
59,23593,23996.0
60,23967,24392.0
61,24372,24819.0
62,24807,25136.0
63,25154,25511.0
64,25515,26001.0
65,25946,26406.0
66,26361,26770.0
67,26726,27155.0
68,27135,27572.0
69,27552,27973.0
70,27922,28332.0
71,28357,28717.0
72,28717,29129.0
73,29130,29535.0
74,29500,29952.0
75,29926,30377.0
76,30350,30741.0
77,30754,31100.0
78,31107,31491.0
79,31511,31987.0
80,31985,32409.0
81,32393,32815.0
82,32798,33222.0
83,33211,33586.0
84,33576,33985.0
85,33978,34323.0
86,34322,34639.0
87,34639,35061.0
88,35070,35457.0
89,35452,35911.0
90,35883,36333.0
91,36300,36755.0
92,36730,37188.0
93,37183,37635.0
94,37637,38104.0
95,38093,38537.0
96,38528,38938.0
97,38933,39371.0
98,39385,39803.0
99,39815,40204.0
100,40215,40611.0
101,40615,41022.0
102,41028,41485.0
103,41483,41838.0
104,41861,42245.0
105,42257,42725.0
106,42722,43147.0
107,43187,43543.0
108,43543,43997.0
109,43978,44361.0
110,44383,44741.0
111,44739,45156.0
112,45137,45573.0
113,45572,46169.0
114,46154,46565.0
115,46554,47018.0
116,47020,47372.0
117,47354,47768.0
118,47746,48216.0
119,48211,48570.0
120,48585,49053.0
121,49043,49465.0
122,49465,49877.0
123,49883,50294.0
124,50265,50705.0
125,50709,51117.0
126,51113,51534.0
127,51522,51850.0
128,51848,52272.0
129,52265,52687.0
130,52680,53136.0
131,53102,53569.0
132,53546,54044.0
133,54015,54365.0
134,54354,54693.0
135,54650,55115.0
136,55111,55637.0
137,55633,56054.0
138,56033,56464.0
139,56465,56875.0
140,56843,57276.0
141,57274,57688.0
142,57665,58110.0
143,58087,58538.0
144,58539,58960.0
145,58957,59350.0
146,59348,59746.0
147,59765,
