,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,289.0,309
1,759.0,773
2,1237.0,1227
3,1707.0,1707
4,2167.0,2150
5,2641.0,2641
6,3111.0,3116
7,3580.0,3591
8,3939.0,3948
9,4404.0,4423
10,4909.0,4871
11,5813.0,5816
12,6339.0,6243
13,7650.0,6951
14,8141.0,7156
15,8585.0,7656
16,9515.0,8136
17,9989.0,8590
18,10476.0,9524
19,10933.0,10009
20,11409.0,10453
21,11874.0,10943
22,12357.0,11400
23,12839.0,11875
24,13261.0,12324
25,13726.0,12815
26,14170.0,13268
27,14661.0,13754
28,15176.0,14203
29,15611.0,14688
30,16567.0,15166
31,17780.0,15599
32,18254.0,16111
33,18693.0,16554
34,19157.0,16997
35,19643.0,17778
36,20074.0,18259
37,20552.0,18691
38,21030.0,19159
39,21483.0,19644
40,21970.0,20088
41,22763.0,20573
42,23376.0,21006
43,23815.0,21507
44,24359.0,21993
45,24772.0,22457
46,25263.0,22693
47,25720.0,23379
48,26180.0,23843
49,26652.0,24313
50,27100.0,24756
51,27604.0,25252
52,28517.0,25722
53,29009.0,26186
54,29457.0,26659
55,29922.0,27113
56,30415.0,27604
57,30911.0,27825
58,31350.0,28538
59,31802.0,28997
60,32233.0,29477
61,32698.0,28042
62,34004.0,29910
63,34461.0,30404
64,34909.0,30879
65,35230.0,31348
66,35517.0,31818
67,35974.0,32277
68,36483.0,32694
69,36926.0,33000
70,37400.0,33644
71,37633.0,33995
72,38350.0,34497
73,38811.0,34940
74,39293.0,35230
75,39528.0,35552
76,40015.0,36001
77,40489.0,36486
78,40950.0,36940
79,41413.0,37441
80,41874.0,37640
81,42661.0,38363
82,43104.0,38832
83,43600.0,39297
84,43913.0,39524
85,44865.0,40015
86,45350.0,40489
87,45811.0,40949
88,46267.0,41422
89,46576.0,41881
90,47115.0,42287
91,47480.0,42662
92,48033.0,43105
93,48507.0,43606
94,48974.0,43923
95,49409.0,44414
96,49904.0,44846
97,50309.0,45340
98,50822.0,45810
99,51291.0,46301
100,51743.0,47119
101,52222.0,47562
102,52663.0,48058
103,53180.0,48491
104,53650.0,48964
105,54098.0,49449
106,54528.0,49919
107,54967.0,50352
108,55459.0,50827
109,55867.0,51307
110,56352.0,51766
111,56830.0,52241
112,57313.0,52708
113,57743.0,53178
114,58278.0,53606
115,58713.0,54112
116,59222.0,54534
117,59604.0,54951
118,,55447
119,,55859
120,,56369
121,,56859
122,,57313
123,,57820
124,,58268
125,,58717
126,,59176
127,,59651
