,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,254,256
1,511,509
2,798,794
3,1215,1206
4,1567,1575
5,1885,1887
6,2202,2235
7,2511,2520
8,2828,2826
9,3193,3206
10,3524,3517
11,3917,3895
12,4313,4307
13,4678,4671
14,5039,5035
15,5491,5494
16,5813,5816
17,6170,6191
18,6578,6581
19,6965,6966
20,7309,7304
21,7633,7650
22,7985,7993
23,8350,8342
24,8720,8727
25,9111,9096
26,9524,9503
27,9859,9846
28,10176,10183
29,10593,10595
30,10933,10933
31,11252,11258
32,11583,11590
33,11961,11949
34,12326,12313
35,12648,12656
36,12978,12999
37,13352,13348
38,13674,13675
39,14013,14013
40,14322,14313
41,14661,14635
42,14943,14957
43,15328,15340
44,15707,15710
45,16067,16069
46,16459,16470
47,16833,16813
48,17215,17219
49,17593,17588
50,17876,17884
51,18259,18269
52,18533,18570
53,18922,18927
54,19330,19323
55,19704,19697
56,20074,20061
57,20430,20415
58,20730,20753
59,21091,21117
60,21561,21549
61,21900,21898
62,22261,22251
63,22611,22613
64,22976,22951
65,23298,23299
66,23628,23621
67,23959,23954
68,24341,24355
69,24737,24719
70,25111,25104
71,25480,25474
72,25859,25854
73,26172,26165
74,26430,26427
75,26743,26770
76,27143,27134
77,27517,27524
78,27874,27883
79,28170,28184
80,28539,28548
81,28917,28928
82,29239,29250
83,29613,29614
84,29935,29957
85,30320,30319
86,30698,30694
87,31046,31037
88,31389,31380
89,31720,31734
90,32076,32071
91,32446,32441
92,32741,32736
93,33098,33090
94,33485,33480
95,33822,33827
96,34187,34175
97,34509,34507
98,34835,34834
99,35209,35209
100,35509,35510
101,35843,35842
102,36222,36217
103,36574,36586
104,36943,36956
105,37317,37330
106,37663,37656
107,38076,38057
108,38454,38463
109,38833,38838
110,39207,39202
111,39628,39608
112,39959,39946
113,40272,40278
114,40585,40574
115,40911,40912
116,41265,41258
117,41648,41638
118,42004,42028
119,42400,42398
120,42696,42704
121,43017,43010
122,43365,43358
123,43678,43691
124,44048,44039
125,44365,44366
126,44735,44735
127,45080,45066
128,45437,45441
129,45798,45805
130,46163,46179
131,46489,46485
132,46837,46823
133,47176,47161
134,47533,47509
135,47841,47842
136,48267,48269
137,48576,48596
138,48952,48953
139,49335,49338
140,49761,49745
141,50096,50098
142,50522,50547
143,50913,50906
144,51270,51265
145,51600,51613
146,51904,51898
147,52283,52294
148,52663,52672
149,53072,53078
150,53402,53405
151,53754,53748
152,54046,54054
153,54376,54376
154,54763,54756
155,55154,55131
156,55515,55521
157,55863,55864
158,56172,56170
159,56491,56495
160,56791,56791
161,57152,57144
162,57483,57482
163,57804,57809
164,58239,58258
165,58513,58527
166,58896,58907
167,59252,59261
168,59639,59651
169,59991,59989
