,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,59,61
1,502,520
2,924,931
3,1324,1343
4,1846,1850
5,2280,2272
6,2702,2689
7,3080,3074
8,3533,3522
9,3948,3958
10,4270,4296
11,4800,4782
12,5313,5299
13,5983,5974
14,6435,6454
15,6887,6908
16,7317,7325
17,7741,7735
18,8093,8083
19,8446,8426
20,8789,8780
21,9133,9144
22,9480,9476
23,9911,9888
24,10228,10199
25,10641,10637
26,11085,11080
27,11487,11474
28,11817,11823
29,12248,12245
30,12600,12593
31,12987,12984
32,13457,13437
33,13796,13786
34,14287,14276
35,14543,14546
36,14970,14973
37,15402,15404
38,15811,15821
39,16298,16290
40,16724,16728
41,17085,17077
42,17511,17493
43,17941,17910
44,18167,18169
45,18720,18712
46,19126,19122
47,19726,19713
48,20096,20114
49,20422,20447
50,20843,20879
51,21339,21328
52,21709,21718
53,22091,22093
54,22550,22545
55,22937,22930
56,23320,23289
57,23759,23769
58,24141,24112
59,24498,24476
60,24876,24856
61,25280,25257
62,25654,25653
63,26050,26044
64,26457,26406
65,26874,26907
66,27217,27213
67,27657,27635
68,28074,28068
69,28530,28485
70,28926,28907
71,29357,29319
72,29713,29662
73,30093,30077
74,30407,30409
75,30802,30741
76,31146,31158
77,31524,31559
78,31933,31897
79,32215,32230
80,32641,32625
81,33002,32995
82,33393,33396
83,33737,33805
84,34122,34138
85,34513,34470
86,34939,34892
87,35291,35309
88,35635,35637
89,36009,36053
90,36409,36386
91,36683,36660
92,37165,37141
93,37567,37566
94,37902,37904
95,38389,38379
96,38798,38769
97,39185,39149
98,40028,40046
99,40454,40474
100,40963,40906
101,41317,41327
102,41683,41717
103,42083,42081
104,42417,42419
105,42809,42772
106,43204,43237
107,43578,43596
108,43926,43933
109,44270,44271
110,44709,44693
111,45146,45135
112,45476,45446
113,45759,45757
114,46289,46280
115,46685,46712
116,47089,47034
117,47367,47372
118,47776,47794
119,48176,48185
120,48498,48459
121,48852,48800
122,49248,49212
123,49691,49708
124,49983,49977
125,50365,50362
126,50839,50863
127,51374,51370
128,51796,51782
129,52191,52188
130,52602,52598
131,52985,53030
132,53333,53331
133,53585,53595
134,53776,53774
135,54154,54154
136,54737,54766
137,55267,55252
138,55693,55690
139,56167,56154
140,56570,56548
141,56965,56954
142,57335,57319
143,57774,57757
144,58135,58137
145,58465,58458
146,58974,58970
147,59400,59392
148,59830,59820
