,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,150,145.0
1,580,583.0
2,980,989.0
3,1476,1454.0
4,1898,1897.0
5,2424,2393.0
6,2946,2963.0
7,3489,3485.0
8,3913,3937.0
9,4443,4518.0
10,4952,4951.0
11,5409,5404.0
12,5904,5900.0
13,6400,6375.0
14,6870,6871.0
15,7343,7330.0
16,7811,7835.0
17,8389,8405.0
18,8872,8875.0
19,9276,9302.0
20,9763,9772.0
21,10367,10368.0
22,10802,10806.0
23,11317,11279.0
24,11848,11849.0
25,12370,12361.0
26,12843,12852.0
27,13304,13290.0
28,13843,13838.0
29,14374,14377.0
30,14774,14794.0
31,15315,15325.0
32,15750,15752.0
33,16241,16259.0
34,16767,16813.0
35,17320,17335.0
36,17759,17736.0
37,18259,18274.0
38,18707,18739.0
39,19243,19243.0
40,19626,19660.0
41,19626,20162.0
42,20196,20637.0
43,20635,21185.0
44,21152,21666.0
45,21691,22225.0
46,22204,22719.0
47,22715,23199.0
48,23207,23716.0
49,23720,24186.0
50,24193,24703.0
51,24733,25173.0
52,25141,25637.0
53,25637,26117.0
54,26124,26638.0
55,26622,27108.0
56,27096,27604.0
57,27657,28189.0
58,28209,28638.0
59,28652,29144.0
60,29139,29672.0
61,29704,30166.0
62,30224,30694.0
63,30693,31195.0
64,31146,31628.0
65,31711,32129.0
66,32124,32641.0
67,32663,33169.0
68,33180,33586.0
69,33628,34127.0
70,34126,34613.0
71,34617,35193.0
72,35213,35663.0
73,35657,36185.0
74,36178,36729.0
75,36717,37151.0
76,37157,37640.0
77,37633,38099.0
78,38137,38642.0
79,38620,39112.0
80,38885,39629.0
81,39141,40194.0
82,39628,40579.0
83,40193,41123.0
84,40615,41654.0
85,41102,42171.0
86,41678,42677.0
87,42204,43131.0
88,42700,43691.0
89,43126,44261.0
90,43722,44720.0
91,44265,45240.0
92,44726,45736.0
93,45250,46243.0
94,45741,46665.0
95,46280,47150.0
96,46680,47668.0
97,47124,48111.0
98,47672,48718.0
99,48167,49228.0
100,48711,49713.0
101,49252,50225.0
102,49709,50732.0
103,50235,51265.0
104,50700,51792.0
105,51278,52330.0
106,51848,52835.0
107,52339,53489.0
108,52841,54017.0
109,53498,54508.0
110,54041,55004.0
111,54502,55574.0
112,55028,56022.0
113,55585,56516.0
114,56015,57049.0
115,56565,57535.0
116,57061,58094.0
117,57552,58622.0
118,58117,59155.0
119,58622,59794.0
120,59204,
121,59826,
