,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,241,235.0
1,672,652.0
2,1085,1074.0
3,1498,1485.0
4,1941,1908.0
5,2372,2383.0
6,2828,2826.0
7,3276,3269.0
8,3715,3739.0
9,4165,4175.0
10,4530,4539.0
11,4761,5051.0
12,5043,5404.0
13,5378,5768.0
14,5757,6175.0
15,6161,6597.0
16,6617,7009.0
17,7004,7431.0
18,7448,7883.0
19,7872,8363.0
20,8359,8827.0
21,8820,9286.0
22,9267,9751.0
23,9720,10173.0
24,10176,10532.0
25,10567,10891.0
26,10902,11234.0
27,11237,11601.0
28,11600,12002.0
29,11987,12392.0
30,12396,12883.0
31,12830,13279.0
32,13257,13722.0
33,13700,14234.0
34,14239,14619.0
35,14648,15108.0
36,15085,15567.0
37,15550,15968.0
38,15959,16322.0
39,16341,16728.0
40,16720,17119.0
41,17111,17520.0
42,17520,17873.0
43,17885,18237.0
44,18241,18718.0
45,18680,19148.0
46,19126,19518.0
47,19504,20030.0
48,20013,20357.0
49,20396,20710.0
50,20683,21085.0
51,21070,21534.0
52,21539,21935.0
53,21917,22320.0
54,22304,22708.0
55,22711,23152.0
56,23146,23532.0
57,23524,23970.0
58,23967,24418.0
59,24402,24877.0
60,24876,25289.0
61,25320,25732.0
62,25715,26149.0
63,26150,26543.0
64,26535,26928.0
65,26904,27297.0
66,27304,27672.0
67,27683,28094.0
68,28096,28495.0
69,28535,28907.0
70,28917,29234.0
71,29191,29472.0
72,29470,29794.0
73,29796,30182.0
74,30172,30536.0
75,30559,30995.0
76,30972,31364.0
77,31385,31792.0
78,31828,32235.0
79,32254,32699.0
80,32707,33195.0
81,33189,33612.0
82,33620,34006.0
83,34009,34402.0
84,34404,34840.0
85,34830,35235.0
86,35239,35663.0
87,35678,36085.0
88,36100,36513.0
89,36513,36882.0
90,36917,37230.0
91,37226,37577.0
92,37589,37951.0
93,37972,38394.0
94,38411,38817.0
95,38850,39292.0
96,39254,39814.0
97,39841,40204.0
98,40211,40632.0
99,40641,41128.0
100,41146,41617.0
101,41609,42044.0
102,42043,42414.0
103,42430,42841.0
104,42822,43263.0
105,43257,43685.0
106,43700,44139.0
107,44139,44567.0
108,44574,44989.0
109,44983,45393.0
110,45407,45810.0
111,45772,46201.0
112,46193,46607.0
113,46593,47040.0
114,47054,47441.0
115,47441,47810.0
116,47807,48195.0
117,48193,48623.0
118,48646,49080.0
119,49087,49454.0
120,49496,49903.0
121,49883,50330.0
122,50352,50779.0
123,50787,51222.0
124,51230,51634.0
125,51626,52056.0
126,52061,52484.0
127,52487,52920.0
128,52933,53373.0
129,53359,53811.0
130,53820,54228.0
131,54241,54682.0
132,54676,55083.0
133,55080,55521.0
134,55524,55996.0
135,55985,56422.0
136,56417,56812.0
137,56804,57213.0
138,57204,57641.0
139,57635,58063.0
140,58070,58495.0
141,58478,58912.0
142,58917,59345.0
143,59304,59751.0
144,59743,
