,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,202,198
1,663,662
2,1020,1021
3,1341,1338
4,1720,1718
5,2211,2214
6,2663,2673
7,3141,3153
8,3567,3570
9,4057,4080
10,4522,4528
11,4909,4929
12,5378,5394
13,5878,5885
14,6296,6296
15,6765,6771
16,7235,7235
17,7659,7666
18,8098,8094
19,8602,8606
20,8972,8964
21,9463,9466
22,9967,9962
23,10450,10447
24,10876,10885
25,11296,11284
26,11774,11770
27,12161,12176
28,12670,12688
29,13117,13131
30,13600,13606
31,13991,13986
32,14378,14382
33,14870,14862
34,15346,15340
35,15759,15757
36,16276,16285
37,16741,16744
38,17128,17140
39,17528,17520
40,17972,17968
41,18385,18406
42,18804,18795
43,19252,19254
44,19722,19724
45,20117,20125
46,20565,20568
47,21061,21064
48,21530,21528
49,21935,21924
50,22313,22315
51,22802,22814
52,23276,23284
53,23676,23669
54,24150,24165
55,24550,24550
56,25093,25083
57,25624,25627
58,26085,26075
59,26383,26395
60,26874,26865
61,27309,27303
62,27752,27751
63,28235,28232
64,28726,28728
65,29139,29139
66,29561,29556
67,30011,30008
68,30485,30488
69,30959,30958
70,31380,31380
71,31989,32003
72,32493,32504
73,32998,32995
74,33424,33433
75,33887,33922
76,34304,34275
77,34730,34734
78,35191,35188
79,35674,35679
80,36135,36133
81,36548,36560
82,37048,37046
83,37528,37540
84,38007,38004
85,38489,38484
86,38880,38896
87,39359,39344
88,39850,39856
89,40163,40162
90,40507,40500
91,40920,40917
92,41246,41239
93,41635,41643
94,42043,42065
95,42522,42546
96,43030,43020
97,43426,43437
98,43874,43891
99,44339,44345
100,44748,44751
101,45180,45203
102,45672,45683
103,46154,46169
104,46763,46760
105,47259,47261
106,47711,47704
107,48163,48164
108,48680,48686
109,49170,49185
110,49565,49560
111,50022,50019
112,50457,50468
113,50909,50911
114,51343,51349
115,51783,51787
116,52287,52288
117,52746,52745
118,53246,53252
119,53711,53722
120,54241,54244
121,54676,54682
122,55089,55104
123,55611,55632
124,56054,56049
125,56509,56506
126,56957,56949
127,57409,57408
128,57957,57957
129,58474,58474
130,58904,58923
131,59370,59377
132,59861,59867
