,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,141,135
1,598,583
2,1007,1005
3,1550,1565
4,2254,2245
5,2772,2794
6,3385,3375
7,3930,3953
8,4470,4460
9,4939,4935
10,5474,5499
11,5987,5990
12,6570,6555
13,7083,7114
14,7715,7714
15,8367,8352
16,9080,9065
17,9680,9656
18,10389,10410
19,10876,10896
20,11470,11527
21,11978,12023
22,12478,12519
23,13122,13131
24,13657,13659
25,14117,14144
26,14657,14651
27,15159,15182
28,15711,15694
29,16420,16475
30,16954,16960
31,17380,17404
32,17941,17942
33,18585,18607
34,19100,19111
35,19600,19602
36,20070,20093
37,20670,20658
38,21230,21233
39,21683,21692
40,22252,22230
41,22750,22777
42,23367,23363
43,23924,23917
44,24433,24455
45,24907,24920
46,25515,25516
47,26020,26044
48,26635,26638
49,27113,27139
50,27674,27683
51,28187,28189
52,28717,28722
53,29287,29303
54,29861,29862
55,30315,30330
56,30846,30831
57,31454,31480
58,31998,31997
59,32459,32462
60,32976,32974
61,33485,33470
62,34030,34027
63,34526,34528
64,34891,35536
65,35496,36206
66,36235,36729
67,36726,37199
68,37209,37809
69,37820,38299
70,38285,38753
71,38746,39260
72,39272,39788
73,39785,40368
74,40346,41228
75,41220,41749
76,41757,42340
77,42352,42862
78,42870,43395
79,43361,43949
80,43970,44424
81,44439,44889
82,44883,45340
83,45333,45831
84,45798,46385
85,46376,46950
86,46928,47530
87,47511,48021
88,48020,48660
89,48637,49196
90,49204,49692
91,49674,50130
92,50139,50600
93,50604,51154
94,51161,51528
95,51543,52019
96,52009,52513
97,53072,53073
98,53585,53600
99,54198,54218
100,54754,54761
101,55376,55368
102,56050,56049
103,56626,56627
104,57239,57224
105,58070,58078
106,58670,58670
107,59096,59049
108,59683,59704
