,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,293.0,293
1,663.0,689
2,1015.0,1042
3,1346.0,1322
4,1672.0,1644
5,1998.0,2018
6,2328.0,2330
7,2667.0,2668
8,3020.0,3032
9,3420.0,3427
10,3857.0,3858
11,4322.0,4312
12,4713.0,4724
13,5148.0,5146
14,5535.0,5536
15,5913.0,5922
16,6326.0,6328
17,6726.0,6718
18,7117.0,7114
19,7500.0,7513
20,7872.0,7872
21,8263.0,8263
22,8637.0,8653
23,9059.0,9054
24,9493.0,9492
25,9920.0,9925
26,10354.0,10326
27,10715.0,10722
28,11115.0,11107
29,11509.0,11511
30,11900.0,11907
31,12322.0,12319
32,12739.0,12720
33,13065.0,13078
34,13443.0,13464
35,13852.0,13859
36,14313.0,14303
37,14726.0,14725
38,15163.0,15156
39,15567.0,15562
40,15924.0,15921
41,16337.0,16343
42,16720.0,16712
43,17102.0,17098
44,17485.0,17493
45,17898.0,17889
46,18302.0,18296
47,18702.0,18712
48,19109.0,19096
49,19548.0,19549
50,19917.0,19908
51,20313.0,20294
52,20878.0,20563
53,21265.0,20879
54,21648.0,21270
55,22048.0,21655
56,22430.0,22030
57,22820.0,22425
58,23202.0,22819
59,23563.0,23189
60,23985.0,23579
61,24380.0,23980
62,24767.0,24376
63,25128.0,24766
64,25507.0,25168
65,25907.0,25505
66,26296.0,25896
67,26730.0,26300
68,27152.0,26733
69,27535.0,27129
70,27957.0,27546
71,28352.0,27947
72,28752.0,28358
73,29135.0,28749
74,29574.0,29134
75,30000.0,29588
76,30389.0,30013
77,30772.0,30383
78,31485.0,30778
79,31950.0,31153
80,32363.0,31485
81,32820.0,31934
82,33228.0,32372
83,33611.0,32815
84,34057.0,33222
85,34478.0,33623
86,34887.0,34043
87,35274.0,34481
88,35730.0,34866
89,36174.0,35230
90,36535.0,35721
91,36939.0,36154
92,37248.0,36534
93,37841.0,36703
94,38250.0,36898
95,38607.0,37235
96,38933.0,37840
97,39372.0,38236
98,39659.0,38584
99,40020.0,38938
100,40372.0,39371
101,40789.0,39650
102,41024.0,40009
103,41448.0,40400
104,41809.0,40785
105,42183.0,41012
106,42578.0,41416
107,42987.0,41791
108,43378.0,42171
109,43761.0,42556
110,44243.0,42947
111,44548.0,43363
112,45080.0,43765
113,45515.0,44203
114,45933.0,44598
115,46380.0,45050
116,46772.0,45493
117,47241.0,45931
118,47620.0,46369
119,48107.0,46770
120,48515.0,47172
121,48961.0,47594
122,49352.0,48100
123,49761.0,48507
124,50178.0,48932
125,50574.0,49354
126,50952.0,49724
127,51374.0,50162
128,51804.0,50557
129,52243.0,50974
130,52646.0,51375
131,53059.0,51792
132,53476.0,52214
133,54163.0,52640
134,54598.0,53046
135,54998.0,53463
136,55454.0,53848
137,55841.0,54154
138,56241.0,54582
139,56683.0,54993
140,57283.0,55437
141,57674.0,55838
142,58122.0,56239
143,58487.0,56648
144,58822.0,56949
145,59596.0,57303
146,,57699
147,,58094
148,,58480
149,,58807
150,,59150
151,,59582
