,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,120.0,61
1,537.0,277
2,898.0,515
3,1272.0,858
4,1659.0,1069
5,2063.0,1280
6,2459.0,1633
7,2841.0,2077
8,3228.0,2430
9,3628.0,2858
10,4000.0,3206
11,4413.0,3596
12,4809.0,3980
13,5196.0,4396
14,5630.0,4776
15,6026.0,5204
16,6383.0,5652
17,6761.0,5985
18,7204.0,6328
19,7607.0,6776
20,7998.0,7125
21,8428.0,7468
22,8850.0,7566
23,9233.0,8015
24,9602.0,8363
25,10015.0,8796
26,10420.0,9260
27,10780.0,9587
28,11124.0,9983
29,11517.0,10368
30,11935.0,10722
31,12300.0,11107
32,12743.0,11495
33,13126.0,11896
34,13470.0,12292
35,13857.0,12730
36,14191.0,13063
37,14661.0,13406
38,15072.0,13854
39,15454.0,14208
40,15780.0,14656
41,16172.0,14994
42,16533.0,15108
43,16898.0,15425
44,17289.0,15768
45,17715.0,16127
46,18054.0,16475
47,18463.0,16929
48,18848.0,17272
49,19252.0,17710
50,19630.0,18047
51,20030.0,18427
52,20443.0,18842
53,20817.0,19191
54,21213.0,19629
55,21609.0,19977
56,22009.0,20425
57,22387.0,20763
58,22750.0,21206
59,23154.0,21544
60,23493.0,22009
61,23841.0,22341
62,24272.0,22682
63,24598.0,23125
64,24993.0,23474
65,25450.0,23811
66,25863.0,24244
67,26163.0,24577
68,26630.0,25020
69,26987.0,25379
70,27335.0,25822
71,27709.0,26170
72,28074.0,26611
73,28517.0,26949
74,28857.0,27297
75,29261.0,27683
76,29643.0,28068
77,30072.0,28516
78,30446.0,28865
79,30824.0,29187
80,31272.0,29641
81,31659.0,29968
82,31980.0,30425
83,32385.0,30757
84,32763.0,31216
85,33150.0,31544
86,33524.0,31997
87,33904.0,32335
88,34248.0,32720
89,34648.0,33111
90,35022.0,33459
91,35339.0,33906
92,35752.0,34233
93,36230.0,34592
94,36622.0,35019
95,36930.0,35352
96,37300.0,35716
97,37663.0,36243
98,38007.0,36597
99,38272.0,36929
100,38663.0,37267
101,38976.0,37598
102,39315.0,37951
103,39685.0,38278
104,39993.0,38632
105,40341.0,38959
106,40698.0,39307
107,41037.0,39645
108,41335.0,39988
109,41670.0,40315
110,42017.0,40653
111,42387.0,40991
112,42722.0,41212
113,43026.0,41675
114,43352.0,41991
115,43700.0,42334
116,44048.0,42672
117,44383.0,42999
118,44704.0,43321
119,45098.0,43670
120,45476.0,44013
121,45837.0,44350
122,46189.0,44672
123,46528.0,45010
124,46859.0,45372
125,47211.0,45815
126,47550.0,46142
127,47902.0,46485
128,48311.0,46818
129,48646.0,47156
130,49030.0,47483
131,49387.0,47852
132,49770.0,48264
133,50100.0,48591
134,50474.0,48943
135,50826.0,49386
136,51139.0,49739
137,51557.0,50056
138,51870.0,50404
139,52209.0,50742
140,52924.0,51090
141,53254.0,51528
142,53620.0,51882
143,53972.0,52204
144,54385.0,52534
145,54759.0,52872
146,55128.0,53226
147,55441.0,53553
148,55820.0,53896
149,56137.0,54334
150,56557.0,54687
151,56965.0,55120
152,57326.0,55468
153,57678.0,55806
154,58052.0,56139
155,58422.0,56480
156,58765.0,56918
157,59096.0,57266
158,59478.0,57588
159,59843.0,58036
160,,58390
161,,58722
162,,59060
163,,59419
164,,59751
