,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,76,82
1,502,499
2,911,926
3,1328,1343
4,1750,1755
5,2167,2172
6,2598,2588
7,3007,3005
8,3428,3422
9,3835,3837
10,4257,4254
11,4670,4671
12,5087,5093
13,5496,5499
14,5917,5922
15,6326,6344
16,6743,6761
17,7196,7172
18,7580,7582
19,8011,7999
20,8407,8421
21,8837,8843
22,9237,9260
23,9654,9666
24,10076,10083
25,10515,10511
26,10924,10922
27,11322,11342
28,11761,11754
29,12143,12176
30,12587,12588
31,12978,13010
32,13387,13427
33,13835,13838
34,14265,14250
35,14657,14677
36,15093,15087
37,15507,15515
38,15907,15926
39,16346,16338
40,16728,16755
41,17176,17172
42,17593,17594
43,17998,18011
44,18415,18427
45,18839,18837
46,19257,19259
47,19661,19676
48,20078,20093
49,20509,20505
50,20904,20927
51,21339,21344
52,21752,21755
53,22174,22183
54,22593,22598
55,23015,23004
56,23433,23421
57,23833,23843
58,24233,24265
59,24680,24672
60,25093,25099
61,25515,25505
62,25937,25933
63,26365,26337
64,26748,26759
65,27178,27176
66,27583,27593
67,28017,28015
68,28409,28432
69,28878,28854
70,29257,29266
71,29691,29688
72,30107,30108
73,30515,30515
74,30915,30937
75,31363,31359
76,31780,31776
77,32185,32187
78,32620,32604
79,33024,33021
80,33437,33438
81,33839,33858
82,34283,34270
83,34696,34687
84,35113,35109
85,35522,35520
86,35930,35932
87,36343,36359
88,36752,36771
89,37183,37193
90,37602,37608
91,38028,38020
92,38433,38442
93,38867,38854
94,39272,39270
95,39689,39693
96,40107,40109
97,40511,40521
98,40941,40943
99,41348,41358
100,41761,41775
101,42217,42192
102,42604,42604
103,43022,43020
104,43439,43437
105,43891,43859
106,44283,44271
107,44691,44683
108,45089,45108
109,45528,45530
110,45911,45947
111,46385,46359
112,46780,46770
113,47176,47187
114,47633,47609
115,47980,48021
116,48446,48438
117,48843,48858
118,49304,49275
119,49696,49687
120,50104,50104
121,50513,50526
122,50948,50943
123,51396,51365
124,51800,51776
125,52183,52193
126,52593,52608
127,53015,53025
128,53428,53442
129,53893,53859
130,54237,54276
131,54685,54693
132,55120,55109
133,55502,55526
134,55963,55938
135,56335,56363
136,56804,56775
137,57200,57197
138,57617,57609
139,58061,58031
140,58435,58443
141,58861,58859
142,59283,59282
143,59696,59693
