,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,620.0,251
1,1154.0,599
2,1533.0,1148
3,2067.0,1522
4,2607.0,2050
5,3054.0,2604
6,3485.0,3016
7,3852.0,3491
8,4383.0,3879
9,4883.0,4391
10,5152.0,4882
11,5791.0,5141
12,6261.0,5832
13,6817.0,6243
14,7265.0,6803
15,7746.0,7251
16,8207.0,7693
17,8559.0,8173
18,9072.0,8542
19,9450.0,9080
20,10011.0,9350
21,10446.0,9909
22,10993.0,10474
23,11517.0,10980
24,11930.0,11516
25,12648.0,11933
26,13509.0,12662
27,13948.0,13015
28,14461.0,13511
29,14913.0,13954
30,15415.0,14440
31,15885.0,14968
32,16380.0,15425
33,16850.0,15905
34,17389.0,16364
35,17976.0,16865
36,18402.0,17361
37,18822.0,17868
38,19365.0,18385
39,19778.0,18821
40,20300.0,19370
41,20757.0,19797
42,21248.0,20330
43,21865.0,20758
44,22335.0,21259
45,22676.0,21792
46,23293.0,22325
47,23750.0,22698
48,24767.0,23284
49,25333.0,23759
50,25911.0,24207
51,26430.0,24751
52,27009.0,25273
53,27513.0,25811
54,28057.0,26437
55,28570.0,27023
56,29113.0,27540
57,29617.0,27984
58,30128.0,28585
59,30585.0,29065
60,31146.0,29651
61,31637.0,30087
62,32080.0,30583
63,32637.0,31132
64,33124.0,31617
65,33633.0,32098
66,34157.0,32678
67,34743.0,33079
68,35252.0,33628
69,35691.0,34196
70,36091.0,34776
71,36591.0,35257
72,37004.0,35679
73,37550.0,36064
74,38076.0,36586
75,38533.0,37014
76,38950.0,37550
77,39480.0,38125
78,39972.0,38553
79,40520.0,38927
80,41076.0,39450
81,41591.0,40020
82,42109.0,40521
83,42630.0,41075
84,43148.0,41559
85,43670.0,42118
86,44152.0,42582
87,44639.0,43115
88,45215.0,43659
89,45641.0,44224
90,46237.0,44593
91,46680.0,45166
92,47267.0,45652
93,47615.0,46211
94,48917.0,46712
95,49213.0,46939
96,50400.0,47272
97,50830.0,47673
98,51348.0,48079
99,52811.0,48932
100,53254.0,49217
101,54224.0,49813
102,54841.0,50341
103,55350.0,50906
104,56857.0,51333
105,57400.0,51966
106,57743.0,52389
107,58296.0,52740
108,58778.0,53310
109,59526.0,53811
110,,54234
111,,54455
112,,54867
113,,55373
114,,55727
115,,56228
116,,56448
117,,56854
118,,57493
119,,57762
120,,58189
121,,58823
122,,59598
123,,59952
