,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,311,319
1,767,784
2,1246,1264
3,1741,1755
4,2228,2251
5,2689,2689
6,3146,3174
7,3641,3665
8,4122,4127
9,4583,4586
10,5039,5051
11,5513,5526
12,5987,6001
13,6443,6465
14,6917,6919
15,7378,7394
16,7850,7888
17,8328,8342
18,8811,8817
19,9220,9234
20,9763,9761
21,10267,10284
22,10798,10801
23,11317,11311
24,11765,11780
25,12287,12297
26,12817,12825
27,13291,13311
28,13813,13796
29,14317,14334
30,14813,14830
31,15293,15303
32,15789,15805
33,16276,16290
34,16802,16818
35,17280,17282
36,17741,17773
37,18207,18201
38,18654,18681
39,19135,19138
40,19622,19634
41,20100,20135
42,20778,20811
43,21309,21333
44,21843,21850
45,22348,22362
46,22815,22830
47,23315,23326
48,23824,23843
49,24346,24360
50,24798,24814
51,25250,25289
52,25750,25764
53,26278,26268
54,26774,26780
55,27270,27271
56,27726,27725
57,28213,28226
58,28700,28712
59,29170,29197
60,29674,29688
61,30198,30187
62,30702,30710
63,31167,31195
64,31633,31644
65,32150,32150
66,32633,32641
67,33089,33079
68,33667,33665
69,34152,34154
70,34700,34697
71,35209,35199
72,35717,35726
73,36239,36254
74,36717,36734
75,37222,37230
76,37689,37703
77,38185,38204
78,38667,38679
79,39154,39165
80,39624,39624
81,40076,40099
82,40341,40326
83,40576,40590
84,40959,40959
85,41400,41422
86,41883,41907
87,42365,42398
88,42887,42899
89,43426,43416
90,43891,43896
91,44426,44408
92,44900,44894
93,45324,45293
94,45998,46000
95,46372,46375
96,46841,46834
97,47311,47319
98,47815,47789
99,48402,48354
100,48952,48974
101,49509,49497
102,50039,50009
103,50548,50552
104,51083,51096
105,51657,51660
106,52161,52177
107,52754,52756
108,53224,53241
109,53720,53727
110,54193,54181
111,54650,54645
112,55128,55099
113,55589,55595
114,56098,56102
115,56496,56501
116,57035,57023
117,57548,57556
118,58087,58089
119,58613,58617
120,59091,59108
121,59552,59556
