,Time [s], PLETH, RESP, II, V, AVR
0,0.0,0.39589,0.03912,0.7246100000000001,0.51961,0.18824000000000002
1,0.008,0.39296,0.046455,0.7246100000000001,0.51961,0.18824000000000002
2,0.016,0.39198,0.05379,0.73047,0.52941,0.18824000000000002
3,0.024,0.39100999999999997,0.058679999999999996,0.73047,0.52941,0.18431
4,0.032,0.39003000000000004,0.066015,0.7441399999999999,0.52941,0.17451
5,0.04,0.38905,0.07335,0.74023,0.5352899999999999,0.18431
6,0.048,0.38905,0.080685,0.75,0.52941,0.17451
7,0.055999999999999994,0.38905,0.08802,0.75,0.52941,0.17451
8,0.064,0.38905,0.095355,0.75,0.5352899999999999,0.17451
9,0.07200000000000001,0.38905,0.10269,0.75,0.53922,0.17451
10,0.08,0.38905,0.11002,0.75,0.5352899999999999,0.17451
11,0.08800000000000001,0.38806999999999997,0.11735999999999999,0.74023,0.52941,0.17451
12,0.096,0.3871,0.12225,0.7441399999999999,0.5352899999999999,0.17451
13,0.10400000000000001,0.38514,0.12958,0.75,0.53922,0.17451
14,0.11199999999999999,0.38319000000000003,0.13447,0.73438,0.5451,0.17843
15,0.12,0.38123,0.13935999999999998,0.73438,0.53922,0.17451
16,0.128,0.3783,0.14425,0.75,0.55098,0.16863
17,0.136,0.37634,0.14914000000000002,0.76562,0.5607800000000001,0.16471
18,0.14400000000000002,0.37439,0.15648,0.7753899999999999,0.56471,0.15882000000000002
19,0.152,0.37439,0.16137,0.7793,0.5705899999999999,0.14314000000000002
20,0.16,0.37634,0.16626,0.78906,0.5745100000000001,0.13922
21,0.168,0.38221,0.17115,0.79883,0.58039,0.12353
22,0.17600000000000002,0.39003000000000004,0.17604,0.81445,0.5607800000000001,0.12353
23,0.184,0.3998,0.18093,0.80469,0.55098,0.12353
24,0.192,0.41641999999999996,0.18825999999999998,0.79492,0.5451,0.12353
25,0.2,0.43891,0.19315,0.7753899999999999,0.52549,0.13333
26,0.20800000000000002,0.4653,0.19804000000000002,0.75,0.51961,0.15882000000000002
27,0.21600000000000003,0.49658,0.20293,0.73047,0.51961,0.17451
28,0.22399999999999998,0.52884,0.21026999999999998,0.7246100000000001,0.51569,0.18431
29,0.23199999999999998,0.56207,0.21516,0.7246100000000001,0.51569,0.18824000000000002
30,0.24,0.59238,0.22005,0.70898,0.51961,0.19412000000000001
31,0.248,0.6187699999999999,0.22494,0.7207,0.51569,0.19412000000000001
32,0.256,0.6393,0.22983,0.70508,0.51569,0.19412000000000001
33,0.264,0.65396,0.23471999999999998,0.70898,0.51569,0.19412000000000001
34,0.272,0.66178,0.23715999999999998,0.7148399999999999,0.51569,0.18824000000000002
35,0.28,0.66373,0.24205,0.70508,0.5607800000000001,0.2
36,0.28800000000000003,0.6608,0.2445,0.7246100000000001,0.66078,0.2098
37,0.29600000000000004,0.65298,0.24694000000000002,0.875,0.6902,0.098039
38,0.304,0.64223,0.24939,1.2441,0.4549,-0.21176
39,0.312,0.62952,0.25183,1.4688,0.21373000000000003,-0.40784000000000004
40,0.32,0.61388,0.25428,1.3047,0.15882000000000002,-0.25294
41,0.32799999999999996,0.59824,0.25672,1.0137,0.3451,0.0039216
42,0.336,0.5826,0.25916999999999996,0.76562,0.41568999999999995,0.18824000000000002
43,0.344,0.56696,0.26161,0.56445,0.43922,0.32353000000000004
44,0.35200000000000004,0.55132,0.26406,0.46093999999999996,0.4,0.3902
45,0.36,0.53666,0.2665,0.41991999999999996,0.34902,0.40392
46,0.368,0.52493,0.26895,0.47461000000000003,0.33921999999999997,0.35882
47,0.376,0.5132,0.26895,0.55078,0.3902,0.3
48,0.384,0.50147,0.27139,0.6289100000000001,0.4451,0.2451
49,0.392,0.48973999999999995,0.27384000000000003,0.6601600000000001,0.48431,0.21961
50,0.4,0.47801000000000005,0.27628,0.67969,0.5,0.20392000000000002
51,0.408,0.46725,0.28117,0.69531,0.5,0.19412000000000001
52,0.41600000000000004,0.45846000000000003,0.28362,0.70508,0.50588,0.18431
53,0.424,0.45161,0.28606,0.7148399999999999,0.5,0.17451
54,0.43200000000000005,0.44673,0.28851,0.7207,0.5,0.16863
55,0.44,0.44477,0.29095,0.7246100000000001,0.49412,0.16471
56,0.44799999999999995,0.44575,0.2934,0.73047,0.5,0.1549
57,0.456,0.44868,0.29584,0.73047,0.4902,0.1549
58,0.46399999999999997,0.45357,0.29829,0.74023,0.48431,0.14902
59,0.47200000000000003,0.45846000000000003,0.30073,0.74023,0.47451000000000004,0.14902
