,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,211,203
1,680,678
2,1133,1121
3,1498,1522
4,1898,1892
5,2350,2351
6,2854,2852
7,3259,3269
8,3672,3681
9,4109,4111
10,4483,4486
11,4861,4892
12,5248,5257
13,5643,5647
14,6017,6022
15,6396,6396
16,6722,6713
17,7087,7088
18,7572,7571
19,8093,8104
20,8641,8642
21,9102,9107
22,9507,9513
23,9959,9946
24,10359,10358
25,10754,10764
26,11128,11128
27,11487,11501
28,11922,11912
29,12352,12350
30,12778,12788
31,13109,13094
32,13513,13506
33,14057,14065
34,14596,14604
35,15054,15050
36,15515,15525
37,15915,15931
38,16341,16348
39,16754,16749
40,17141,17145
41,17511,17530
42,17893,17889
43,18254,18264
44,18659,18660
45,19017,19022
46,19435,19439
47,19796,19792
48,20191,20172
49,20526,20531
50,20874,20863
51,21252,21259
52,21657,21676
53,22161,22141
54,22672,22682
55,23089,23099
56,23476,23479
57,23854,23854
58,24241,24249
59,24641,24624
60,25050,25046
61,25563,25595
62,25946,25964
63,26339,26358
64,26752,26759
65,27213,27213
66,27622,27625
67,28043,28052
68,28461,28474
69,28787,28791
70,29217,29229
71,29661,29656
72,30033,30018
73,30420,30420
74,30893,30894
75,31320,31322
76,31728,31723
77,32076,32071
78,32515,32509
79,32885,32889
80,33272,33248
81,33641,33649
82,34065,34069
83,34474,34491
84,34870,34861
85,35252,35257
86,35635,35631
87,36026,36027
88,36413,36428
89,36800,36797
90,37200,37199
91,37598,37603
92,37928,37925
93,38289,38299
94,38702,38701
95,39085,39102
96,39498,39492
97,39907,39904
98,40280,40289
99,40685,40685
100,41037,41059
101,41378,41395
102,41778,41791
103,42191,42192
104,42583,42582
105,42878,42873
106,43239,43237
107,43657,43648
108,44030,44034
109,44435,44424
110,44813,44815
111,45193,45187
112,45589,45604
113,45985,45974
114,46350,46369
115,46746,46734
116,47354,47351
117,47772,47789
118,48254,48248
119,48620,48617
120,48983,49006
121,49396,49396
122,49817,49829
123,50217,50235
124,50609,50605
125,50978,50974
126,51335,51338
127,51713,51703
128,52083,52093
129,52448,52452
130,52837,52856
131,53233,53215
132,53563,53574
133,53950,53959
134,54337,54339
135,54724,54740
136,55093,55094
137,55463,55495
138,55837,55838
139,56198,56191
140,56535,56548
141,56922,56923
142,57252,57282
143,57657,57672
144,58030,58047
145,58365,58369
146,58617,58596
147,58930,58965
148,59417,59403
