,Time [s], RESP, PLETH, II, MCL, AVR
0,0.0,-0.069552,0.66667,0.6408699999999999,-0.17822000000000002,0.064039
1,0.008,-0.068006,0.65103,0.99536,-0.64851,-0.20936
2,0.016,-0.068006,0.63441,1.1517,-0.67327,-0.22905999999999999
3,0.024,-0.066461,0.6187699999999999,1.0356,-0.20297,0.19458
4,0.032,-0.064915,0.60313,0.85139,0.17822000000000002,0.43596
5,0.04,-0.06336900000000001,0.58553,0.43033999999999994,0.66337,0.74384
6,0.048,-0.060278,0.56696,0.12847999999999998,0.9703,0.9310299999999999
7,0.055999999999999994,-0.05873300000000001,0.5474100000000001,-0.010836,1.1386,1.0197
8,0.064,-0.055640999999999996,0.52786,-0.066563,1.1881,1.0493
9,0.07200000000000001,-0.051005,0.50831,-0.08204299999999999,1.2277,1.0591
10,0.08,-0.047913,0.48973999999999995,-0.08204299999999999,1.2376,1.064
11,0.08800000000000001,-0.043276999999999996,0.47018999999999994,-0.08204299999999999,1.2475,1.0591
12,0.096,-0.040185000000000005,0.45357,-0.075851,1.2574,1.064
13,0.10400000000000001,-0.037094,0.43793000000000004,-0.075851,1.2624,1.0591
14,0.11199999999999999,-0.034003,0.42522,-0.071207,1.2723,1.0542
15,0.12,-0.029366000000000003,0.41447,-0.066563,1.2772,1.0443
16,0.128,-0.026275,0.40762,-0.06192,1.2921,1.0493
17,0.136,-0.021638,0.40176,-0.055728,1.3019999999999998,1.0345
18,0.14400000000000002,-0.017002,0.39785,-0.051084,1.3168,1.0345
19,0.152,-0.012365000000000001,0.39589,-0.035604000000000004,1.3267,1.0296
20,0.16,-0.0077280000000000005,0.39394,-0.026316000000000003,1.3515,1.0099
21,0.168,-0.0046368,0.39394,-0.010836,1.3614,1.0099
22,0.17600000000000002,0.0,0.39492,-0.0015480000000000001,1.3861,1.0
23,0.184,0.0046368,0.39492,0.013932,1.3911,0.9950700000000001
24,0.192,0.0092736,0.39589,0.029412,1.4109,0.9852200000000001
25,0.2,0.013909999999999999,0.39687,0.0387,1.401,0.9753700000000001
26,0.20800000000000002,0.018547,0.39785,0.058824,1.4158,0.96552
27,0.21600000000000003,0.024730000000000002,0.39785,0.063467,1.401,0.9605899999999999
28,0.22399999999999998,0.029366000000000003,0.39785,0.069659,1.396,0.9507399999999999
29,0.23199999999999998,0.034003,0.39785,0.089783,1.3762,0.93596
30,0.24,0.03864,0.39687,0.099071,1.3663,0.9187200000000001
31,0.248,0.043276999999999996,0.39589,0.11455,1.3267,0.8990100000000001
32,0.256,0.046368,0.39492,0.13467,1.3069,0.8842399999999999
33,0.264,0.049458999999999996,0.39296,0.13467,1.2723,0.86946
34,0.272,0.054096000000000005,0.39003000000000004,0.13932,1.2426,0.8645299999999999
35,0.28,0.057187,0.3871,0.13467,1.2079,0.85961
36,0.28800000000000003,0.060278,0.38319000000000003,0.12847999999999998,1.1782,0.85961
37,0.29600000000000004,0.061824000000000004,0.37928,0.1192,1.1485,0.8645299999999999
38,0.304,0.064915,0.37537,0.10835999999999998,1.1287,0.86946
39,0.312,0.066461,0.37146,0.094427,1.1139,0.87931
40,0.32,0.069552,0.36851999999999996,0.089783,1.104,0.8842399999999999
41,0.32799999999999996,0.069552,0.36657,0.083591,1.1089,0.8891600000000001
42,0.336,0.07109700000000001,0.36559,0.074303,1.099,0.8940899999999999
43,0.344,0.07109700000000001,0.36266,0.063467,1.104,0.8990100000000001
44,0.35200000000000004,0.072643,0.35973,0.063467,1.099,0.8940899999999999
45,0.36,0.072643,0.35679,0.063467,1.104,0.8990100000000001
46,0.368,0.074189,0.35288,0.058824,1.099,0.8990100000000001
47,0.376,0.072643,0.34995,0.05417999999999999,1.1188,0.9088700000000001
48,0.384,0.072643,0.34604,0.05417999999999999,1.1139,0.9088700000000001
49,0.392,0.07109700000000001,0.34213000000000005,0.058824,1.1337,0.91379
50,0.4,0.069552,0.3392,0.05417999999999999,1.1188,0.9088700000000001
51,0.408,0.068006,0.33529000000000003,0.049536000000000004,1.1287,0.91379
52,0.41600000000000004,0.066461,0.33236,0.0387,1.1188,0.91379
53,0.424,0.064915,0.32942,0.0387,1.1287,0.91379
54,0.43200000000000005,0.061824000000000004,0.32845,0.043344,1.1188,0.91379
55,0.44,0.05873300000000001,0.32550999999999997,0.043344,1.1188,0.91379
56,0.44799999999999995,0.057187,0.32356,0.043344,1.104,0.9088700000000001
57,0.456,0.054096000000000005,0.3216,0.043344,1.099,0.9088700000000001
58,0.46399999999999997,0.051005,0.31965,0.058824,1.1089,0.90394
59,0.47200000000000003,0.047913,0.31672,0.083591,1.1386,0.8940899999999999
60,0.48,0.044822,0.31476,0.10835999999999998,1.1238,0.8743799999999999
61,0.488,0.041731,0.31183,0.1192,1.1139,0.86946
62,0.496,0.03864,0.3089,0.12384,1.1238,0.85961
63,0.504,0.035549000000000004,0.30596,0.17492,1.1337,0.81034
64,0.512,0.034003,0.30303,0.23375,1.0941,0.76108
65,0.52,0.030912000000000002,0.30303,0.22446,1.0495,0.77094
66,0.528,0.029366000000000003,0.30499,0.19505,1.0198,0.78571
67,0.536,0.026275,0.31085,0.17492,1.0099,0.79557
68,0.544,0.024730000000000002,0.32356,0.13467,1.0495,0.8349799999999999
69,0.552,0.021638,0.34409,0.078947,1.0347,0.87931
70,0.56,0.018547,0.37340999999999996,0.029412,1.0396,0.91379
71,0.568,0.017002,0.40958,0.009287899999999998,1.0248,0.9310299999999999
72,0.5760000000000001,0.015456000000000001,0.45161,0.013932,1.0297,0.93596
73,0.584,0.013909999999999999,0.49658,0.013932,1.0248,0.92611
74,0.5920000000000001,0.013909999999999999,0.5415399999999999,0.018576,1.0347,0.9187200000000001
75,0.6,0.013909999999999999,0.5826,0.023219999999999998,1.0248,0.9187200000000001
76,0.608,0.013909999999999999,0.61779,0.029412,1.0347,0.9187200000000001
77,0.616,0.013909999999999999,0.6461399999999999,0.023219999999999998,1.0248,0.91379
78,0.624,0.013909999999999999,0.66471,0.029412,1.0495,0.9187200000000001
79,0.632,0.013909999999999999,0.6744899999999999,0.034056,1.0347,0.91379
80,0.64,0.013909999999999999,0.68035,0.018576,1.0446,0.9187200000000001
81,0.648,0.015456000000000001,0.68035,-0.035604000000000004,1.0891,0.94581
82,0.6559999999999999,0.015456000000000001,0.6764399999999999,-0.1517,1.2327,0.99015
83,0.664,0.017002,0.66764,-0.19659000000000001,1.4059,0.9310299999999999
84,0.672,0.017002,0.65494,-0.01548,1.1436,0.70936
85,0.68,0.018547,0.64125,0.47988000000000003,0.16832,0.21921
86,0.688,0.020093,0.62561,0.9458200000000001,-0.5495,-0.17488
87,0.696,0.021638,0.60802,1.1471,-0.66337,-0.22414
88,0.7040000000000001,0.023184,0.59042,1.1563,-0.29208,0.13054000000000002
89,0.7120000000000001,0.024730000000000002,0.57185,0.8808,0.044554,0.38916
90,0.72,0.026275,0.55132,0.5356,0.5099,0.6798
91,0.728,0.029366000000000003,0.53372,0.16873,0.87624,0.9187200000000001
92,0.736,0.030912000000000002,0.5171100000000001,-0.010836,1.0891,1.0197
93,0.7440000000000001,0.034003,0.49853000000000003,-0.08204299999999999,1.1683,1.064
94,0.752,0.037094,0.47898,-0.1161,1.1931,1.0788
95,0.76,0.03864,0.46138999999999997,-0.1161,1.2277,1.0837
96,0.768,0.041731,0.44477,-0.10680999999999999,1.2277,1.0739
97,0.7759999999999999,0.044822,0.43011000000000005,-0.10680999999999999,1.2426,1.0788
98,0.784,0.047913,0.41641999999999996,-0.11145999999999999,1.2376,1.0739
99,0.792,0.051005,0.40567,-0.10680999999999999,1.2574,1.0788
100,0.8,0.055640999999999996,0.39687,-0.095975,1.2574,1.064
101,0.8079999999999999,0.060278,0.39100999999999997,-0.08204299999999999,1.2723,1.0542
102,0.816,0.064915,0.38611999999999996,-0.075851,1.2723,1.0542
103,0.8240000000000001,0.069552,0.38319000000000003,-0.066563,1.2871,1.0493
104,0.8320000000000001,0.072643,0.38123,-0.06192,1.297,1.0345
105,0.84,0.07728,0.38123,-0.046439999999999995,1.3218,1.0345
