,Time [s], PLETH, RESP, II, V, AVR
0,0.0,1.8162,1.0,-0.040567,0.94971,0.71017
1,0.008,1.7771,1.0,-0.045455,0.92969,0.70528
2,0.016,1.7419,1.0,0.034702,0.9248,0.6451600000000001
3,0.024,1.7107,1.0,0.049852999999999995,0.8901399999999999,0.67498
4,0.032,1.6872,1.0,0.08993200000000001,0.86475,0.68035
5,0.04,1.6676,1.0,0.16471,0.84473,0.6002
6,0.048,1.6471,1.0,0.21994,0.8198200000000001,0.565
7,0.055999999999999994,1.6276,1.0,0.19501,0.80469,0.6148600000000001
8,0.064,1.61,1.0,0.2346,0.7851600000000001,0.6202300000000001
9,0.07200000000000001,1.5934,1.0,0.25464000000000003,0.7851600000000001,0.54497
10,0.08,1.5767,1.0,0.27468000000000004,0.77979,0.5351899999999999
11,0.08800000000000001,1.5621,1.0,0.24486999999999998,0.7700199999999999,0.56989
12,0.096,1.5474,1.0,0.2346,0.7651399999999999,0.58016
13,0.10400000000000001,1.5337,1.0,0.27468000000000004,0.77979,0.55523
14,0.11199999999999999,1.521,0.9929100000000001,0.25464000000000003,0.7700199999999999,0.57527
15,0.12,1.5083,0.9858299999999999,0.28983000000000003,0.7851600000000001,0.54497
16,0.128,1.4985,0.9706799999999999,0.28006,0.7749,0.54497
17,0.136,1.4897,0.9555299999999999,0.28495,0.7700199999999999,0.54008
18,0.14400000000000002,1.48,0.9369700000000001,0.26979000000000003,0.7749,0.565
19,0.152,1.4692,0.91864,0.29472,0.79004,0.54008
20,0.16,1.4565,0.8971399999999999,0.31965,0.81006,0.52004
21,0.168,1.4438,0.87589,0.32991,0.8198200000000001,0.52493
22,0.17600000000000002,1.4311,0.8524299999999999,0.33969,0.83496,0.50489
23,0.184,1.4184,0.8289799999999999,0.37488,0.8398399999999999,0.5
24,0.192,1.4047,0.8043,0.41984,0.7998,0.47996000000000005
25,0.2,1.392,0.77962,0.43011000000000005,0.7651399999999999,0.47018999999999994
26,0.20800000000000002,1.3783,0.75715,0.41984,0.75977,0.47507
27,0.21600000000000003,1.3646,0.7349100000000001,0.43011000000000005,0.75488,0.46481000000000006
28,0.22399999999999998,1.3519,0.71439,0.3348,0.75977,0.51515
29,0.23199999999999998,1.3441,0.69387,0.26002,0.74512,0.565
30,0.24,1.3392,0.6735899999999999,0.22971999999999998,0.7651399999999999,0.58016
31,0.248,1.3372,0.6533100000000001,0.21994,0.75977,0.59531
32,0.256,1.3548,0.63352,0.20479,0.75488,0.5899300000000001
33,0.264,1.3812,0.61373,0.18475,0.74512,0.6202300000000001
34,0.272,1.4125,0.59687,0.20968,0.75488,0.59531
35,0.28,1.4721,0.58001,0.18964,0.74512,0.6050800000000001
36,0.28800000000000003,1.5582,0.5656,0.24975999999999998,0.81006,0.55523
37,0.29600000000000004,1.6667,0.55143,0.38514,0.83496,0.48485
38,0.304,1.7928,0.53872,0.8250200000000001,0.8300799999999999,0.27468000000000004
39,0.312,1.9296,0.5260199999999999,1.4658,0.8398399999999999,-0.13539
40,0.32,2.0704,0.51478,1.501,0.49023,-0.3607
41,0.32799999999999996,2.1906,0.50354,1.3504,0.23485999999999999,-0.11045999999999999
42,0.336,2.2972,0.4945,0.8905200000000001,0.29004,0.22971999999999998
43,0.344,2.4086,0.48571000000000003,0.5,0.5898399999999999,0.49022
44,0.35200000000000004,2.5152,0.47862,0.1349,0.75,0.65005
45,0.36,2.6119,0.47178000000000003,0.059628999999999995,0.7851600000000001,0.68524
46,0.368,2.696,0.46567,0.039589,0.7998,0.67009
47,0.376,2.7674,0.45981000000000005,-0.025415,0.79492,0.74536
48,0.384,2.826,0.45443,-0.00048876,0.80469,0.71017
49,0.392,2.8974,0.44906,0.039589,0.81494,0.67009
50,0.4,2.9697,0.4432,0.029814,0.80469,0.6652
51,0.408,3.0117,0.43758,0.024437999999999998,0.8300799999999999,0.70039
52,0.41600000000000004,3.0323,0.43122,0.044476999999999996,0.82471,0.6652
53,0.424,3.0352,0.42486999999999997,0.024437999999999998,0.81494,0.68035
54,0.43200000000000005,3.0235,0.41828000000000004,0.014662999999999999,0.8198200000000001,0.70039
55,0.44,2.9989999999999997,0.41168000000000005,0.039589,0.82471,0.67498
56,0.44799999999999995,2.9629,0.40435,0.034702,0.82471,0.68035
57,0.456,2.915,0.39726,0.029814,0.8300799999999999,0.68524
58,0.46399999999999997,2.8563,0.38774000000000003,0.06451599999999999,0.8398399999999999,0.65494
59,0.47200000000000003,2.7879,0.37845,0.044476999999999996,0.8300799999999999,0.65005
60,0.48,2.7116,0.36696999999999996,0.029814,0.83496,0.67498
61,0.488,2.6285,0.35573,0.044476999999999996,0.84473,0.6652
62,0.496,2.5415,0.34229,0.049852999999999995,0.85498,0.6603100000000001
63,0.504,2.4545,0.3291,0.014662999999999999,0.8501,0.68035
64,0.512,2.3685,0.31444,0.059628999999999995,0.89502,0.6349
65,0.52,2.2854,0.30002,0.01955,0.8999,0.67009
66,0.528,2.2151,0.28536999999999996,-0.020528,0.8901399999999999,0.69013
67,0.536,2.1525,0.27095,-0.030302999999999997,0.91504,0.70528
68,0.544,2.0899,0.25629,-0.040567,0.9199200000000001,0.70039
69,0.552,2.0313,0.24188,-0.035191,0.92969,0.69013
70,0.56,1.9775,0.22526,-0.055229999999999994,0.9096700000000001,0.7199399999999999
71,0.568,1.9277,0.20865,-0.06549400000000001,0.90479,0.72532
72,0.5760000000000001,1.8827,0.19080999999999998,-0.055229999999999994,0.8901399999999999,0.72532
73,0.584,1.8407,0.17298,0.01955,0.8798799999999999,0.68524
74,0.5920000000000001,1.8025,0.15636,0.08455499999999999,0.85498,0.6451600000000001
75,0.6,1.7674,0.13975,0.1349,0.82471,0.62512
76,0.608,1.7341,0.12387000000000001,0.14956,0.7851600000000001,0.6300100000000001
77,0.616,1.7038,0.10822999999999999,0.20479,0.77979,0.5899300000000001
78,0.624,1.6755,0.090887,0.1999,0.75488,0.58504
