,breaths ann1 [signal sample no], breaths ann2 [signal sample no]
0,363.0,367
1,885.0,884
2,1415.0,1427
3,1963.0,1971
4,2480.0,2493
5,3046.0,3032
6,3454.0,3454
7,3835.0,3832
8,4187.0,4196
9,4665.0,4666
10,5043.0,5046
11,5500.0,5505
12,6013.0,6006
13,6704.0,6687
14,7274.0,7299
15,7654.0,7661
16,8063.0,8062
17,8450.0,8468
18,8880.0,8891
19,9320.0,9328
20,9672.0,9661
21,10046.0,10051
22,10467.0,10479
23,10854.0,10864
24,11250.0,11258
25,11674.0,11675
26,12165.0,12150
27,12635.0,12651
28,12991.0,13020
29,13500.0,13495
30,13874.0,13870
31,14330.0,14345
32,14796.0,14804
33,15198.0,15193
34,15611.0,15620
35,16050.0,16058
36,16537.0,16544
37,16950.0,16945
38,17407.0,17420
39,17954.0,17953
40,18398.0,18417
41,18809.0,18827
42,19230.0,19233
43,19604.0,19623
44,20017.0,20024
45,20487.0,20499
46,21235.0,21249
47,21696.0,21703
48,22043.0,22077
49,22676.0,22650
50,23037.0,23041
51,23467.0,23463
52,23937.0,23959
53,24372.0,24355
54,24815.0,24809
55,25346.0,25315
56,25798.0,25774
57,26220.0,26228
58,26726.0,26706
59,27126.0,27102
60,27604.0,27609
61,28391.0,28042
62,28852.0,28406
63,29204.0,28838
64,29678.0,29213
65,30046.0,29677
66,30489.0,30050
67,30833.0,30504
68,31163.0,30858
69,31507.0,31190
70,31928.0,31491
71,32476.0,31939
72,32950.0,32478
73,33398.0,32963
74,33943.0,33401
75,34257.0,33943
76,34643.0,34275
77,35004.0,34613
78,35400.0,34993
79,35809.0,35404
80,36209.0,35827
81,36578.0,36201
82,36991.0,36565
83,37365.0,36977
84,37767.0,37378
85,38207.0,37766
86,38576.0,38173
87,38993.0,38563
88,39380.0,38985
89,39793.0,39381
90,40202.0,39814
91,40537.0,40178
92,40941.0,40537
93,41283.0,40917
94,41691.0,41268
95,42039.0,41706
96,42383.0,42039
97,42739.0,42366
98,43126.0,42730
99,43630.0,43147
100,43952.0,43611
101,44374.0,43949
102,44774.0,44371
103,45128.0,44788
104,45528.0,45140
105,46007.0,45536
106,46407.0,45995
107,46863.0,46427
108,47228.0,46865
109,47659.0,47230
110,48024.0,47657
111,48472.0,48021
112,48800.0,48443
113,49217.0,48816
114,49613.0,49212
115,50043.0,49608
116,50396.0,50056
117,50813.0,50383
118,51243.0,50832
119,51539.0,51243
120,52004.0,51523
121,52391.0,52014
122,52785.0,52367
123,53150.0,52788
124,53480.0,53131
125,53846.0,53479
126,54198.0,53864
127,54576.0,54191
128,54911.0,54582
129,55328.0,54925
130,55785.0,55331
131,56124.0,55790
132,56452.0,56133
133,56878.0,56464
134,57165.0,56881
135,57478.0,57171
136,57813.0,57472
137,58139.0,57815
138,58509.0,58147
139,58883.0,58506
140,59187.0,58870
141,59570.0,59197
142,59913.0,59567
143,,59920
